entity,entityLabel,category,property,propertyLabel,value,roundedValue,unitLabel,sitelinks,dateCreated,dateModified,entityType
http://www.wikidata.org/entity/Q5148879,Colorado River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,30,30,cubic metre per second,3,,2021-10-30T19:06:02Z,River
http://www.wikidata.org/entity/Q980095,Nogat,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,20,20,cubic metre per second,17,,2024-10-12T09:58:43Z,River
http://www.wikidata.org/entity/Q6673218,Long Sault,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1950,1950,cubic metre per second,3,,2022-10-19T11:36:24Z,River
http://www.wikidata.org/entity/Q6979821,Olandsån,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,6,6,cubic metre per second,7,,2024-04-13T14:40:12Z,River
http://www.wikidata.org/entity/Q4082829,Bilous,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,0.94,0.94,cubic metre per second,4,,2022-03-06T13:51:10Z,River
http://www.wikidata.org/entity/Q3743838,Fersinone,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1.4,1.4,cubic metre per second,2,,2024-09-28T15:42:39Z,River
http://www.wikidata.org/entity/Q13479431,Rhin (Elbe),Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1.3,1.3,cubic metre per second,5,,2020-01-19T03:54:21Z,River
http://www.wikidata.org/entity/Q8051453,Yelcho River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,735,735,cubic metre per second,14,,2024-11-27T01:15:00Z,River
http://www.wikidata.org/entity/Q4219800,Kesma,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,4.4,4.4,cubic metre per second,5,,2024-08-28T21:26:19Z,River
http://www.wikidata.org/entity/Q3827989,Lavaca River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1295,1295,cubic metre per second,8,,2024-06-09T10:38:04Z,River
http://www.wikidata.org/entity/Q13032193,Brodnya,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1.4,1.4,cubic metre per second,5,,2024-09-01T20:27:53Z,River
http://www.wikidata.org/entity/Q1235462,Velino,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,60,60,cubic metre per second,15,,2024-10-08T23:21:07Z,River
http://www.wikidata.org/entity/Q4082028,Belka,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,4.61,4.61,cubic metre per second,4,,2024-01-12T19:59:05Z,River
http://www.wikidata.org/entity/Q3954958,Selvagna,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,0.5,0.5,cubic metre per second,1,,2021-03-04T22:45:52Z,River
http://www.wikidata.org/entity/Q724465,Ket,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,560,560,cubic metre per second,37,,2024-10-26T09:11:55Z,River
http://www.wikidata.org/entity/Q647489,Chienti,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,7.6,7.6,cubic metre per second,9,,2024-09-02T14:24:47Z,River
http://www.wikidata.org/entity/Q3920694,Liebiada,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,5,5,cubic metre per second,10,,2024-02-04T11:44:43Z,River
http://www.wikidata.org/entity/Q4514619,Chertanovka,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,0.032,0.03,cubic metre per second,3,,2023-02-24T08:16:26Z,River
http://www.wikidata.org/entity/Q659546,Vienne,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,210,210,cubic metre per second,42,,2024-10-21T14:35:33Z,River
http://www.wikidata.org/entity/Q1103838,Eastern Khandyga,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,40.95,40.95,cubic metre per second,9,,2024-09-16T03:32:21Z,River
http://www.wikidata.org/entity/Q4450384,Talgar,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,10.6,10.6,cubic metre per second,9,,2024-04-11T16:57:57Z,River
http://www.wikidata.org/entity/Q4137813,Gegharot River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,0.94,0.94,cubic metre per second,7,,2024-09-27T18:35:36Z,River
http://www.wikidata.org/entity/Q3950169,Q3950169,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,0.4,0.4,cubic metre per second,1,,2021-03-04T22:46:02Z,River
http://www.wikidata.org/entity/Q12863637,Darchi-Ormeleti,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,6.41,6.41,cubic metre per second,3,,2023-04-28T11:51:00Z,River
http://www.wikidata.org/entity/Q3711880,Dittaino,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,7,7,cubic metre per second,7,,2023-07-29T13:06:33Z,River
http://www.wikidata.org/entity/Q14917091,Nača,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,2.8,2.8,cubic metre per second,7,,2024-11-25T18:02:43Z,River
http://www.wikidata.org/entity/Q4088437,Blackstone River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,9,9,cubic metre per second,6,,2023-01-27T06:56:42Z,River
http://www.wikidata.org/entity/Q3745878,Q3745878,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1.9,1.9,cubic metre per second,2,,2020-03-20T12:23:44Z,River
http://www.wikidata.org/entity/Q5208125,Wu River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,15923,15923,cubic metre per second,8,,2024-03-15T06:51:53Z,River
http://www.wikidata.org/entity/Q1275618,Spokane River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,225,225,cubic metre per second,15,,2024-11-05T15:12:22Z,River
http://www.wikidata.org/entity/Q15618259,Suraŭ,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1.1,1.1,cubic metre per second,6,,2022-02-07T16:16:46Z,River
http://www.wikidata.org/entity/Q998866,Shuya,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,11,11,cubic metre per second,9,,2023-05-27T09:00:08Z,River
http://www.wikidata.org/entity/Q13134374,Yanka,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,3.7,3.7,cubic metre per second,6,,2024-07-10T22:57:06Z,River
http://www.wikidata.org/entity/Q954645,Little Zab,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,219,219,cubic metre per second,36,,2024-09-30T09:00:52Z,River
http://www.wikidata.org/entity/Q3830238,Q3830238,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,5,5,cubic metre per second,2,,2024-09-28T15:33:03Z,River
http://www.wikidata.org/entity/Q1262097,Dzhida,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,60,60,cubic metre per second,23,,2024-07-11T05:10:40Z,River
http://www.wikidata.org/entity/Q6475327,Volma,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1.3,1.3,cubic metre per second,7,,2024-03-26T18:52:18Z,River
http://www.wikidata.org/entity/Q3665094,Q3665094,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,50,50,cubic metre per second,1,,2021-03-04T20:03:50Z,River
http://www.wikidata.org/entity/Q3657979,Vladaya River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,0.65,0.65,cubic metre per second,10,,2023-11-19T17:33:24Z,River
http://www.wikidata.org/entity/Q1108672,Tunka,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,6.7,6.7,cubic metre per second,7,,2024-03-28T08:22:38Z,River
http://www.wikidata.org/entity/Q936688,Mincio,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,60,60,cubic metre per second,33,,2024-04-15T02:07:51Z,River
http://www.wikidata.org/entity/Q4011074,Q4011074,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,5,5,cubic metre per second,1,,2021-03-04T23:26:01Z,River
http://www.wikidata.org/entity/Q1117401,Ščara,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,31,31,cubic metre per second,27,,2024-09-07T09:00:05Z,River
http://www.wikidata.org/entity/Q4506675,Chagra,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,3.5,3.5,cubic metre per second,8,,2023-11-05T21:00:49Z,River
http://www.wikidata.org/entity/Q12843171,Naxçıvançay,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,5.23,5.23,cubic metre per second,12,,2024-03-31T01:39:31Z,River
http://www.wikidata.org/entity/Q3886178,Q3886178,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,3,3,cubic metre per second,1,,2024-09-28T15:30:54Z,River
http://www.wikidata.org/entity/Q4208289,Kazikumukhskoe Koysu,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,13,13,cubic metre per second,6,,2024-10-30T13:59:07Z,River
http://www.wikidata.org/entity/Q12575770,Kopa,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1.01,1.01,cubic metre per second,3,,2024-04-03T06:17:27Z,River
http://www.wikidata.org/entity/Q907250,Dobra,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,31,31,cubic metre per second,20,,2024-09-06T21:31:50Z,River
http://www.wikidata.org/entity/Q4145310,Gorodnya,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,0.76,0.76,cubic metre per second,5,,2024-03-11T12:50:00Z,River
http://www.wikidata.org/entity/Q11889031,Polmakelva,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,8.11,8.11,cubic metre per second,3,,2023-02-07T09:27:09Z,River
http://www.wikidata.org/entity/Q12266608,Salado River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,7.56,7.56,cubic metre per second,3,,2023-02-25T09:49:14Z,River
http://www.wikidata.org/entity/Q3951691,Scarpia,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,0.4,0.4,cubic metre per second,2,,2024-09-28T15:42:56Z,River
http://www.wikidata.org/entity/Q1003209,Buyunda,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,87.5,87.5,cubic metre per second,15,,2024-10-14T02:04:26Z,River
http://www.wikidata.org/entity/Q3874778,Nero river,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1.5,1.5,cubic metre per second,3,,2022-12-12T14:09:13Z,River
http://www.wikidata.org/entity/Q3748927,Forzo,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,2.1,2.1,cubic metre per second,2,,2021-03-04T20:57:09Z,River
http://www.wikidata.org/entity/Q1108268,Puya,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,25,25,cubic metre per second,10,,2024-05-07T07:32:39Z,River
http://www.wikidata.org/entity/Q609648,Neto River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,11.5,11.5,cubic metre per second,11,,2024-04-14T02:17:27Z,River
http://www.wikidata.org/entity/Q4006442,Q4006442,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,0.7,0.7,cubic metre per second,2,,2024-09-28T15:32:29Z,River
http://www.wikidata.org/entity/Q3995685,Q3995685,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1.6,1.6,cubic metre per second,1,,2021-03-08T05:39:55Z,River
http://www.wikidata.org/entity/Q1119765,Dirillo,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,4,4,cubic metre per second,10,,2024-11-22T17:19:03Z,River
http://www.wikidata.org/entity/Q255784,Verdon,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,27.1,27.1,cubic metre per second,27,,2024-11-02T14:53:14Z,River
http://www.wikidata.org/entity/Q156054,Tocantins River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,11364,11364,cubic metre per second,67,,2024-11-17T13:28:12Z,River
http://www.wikidata.org/entity/Q384147,Tuba,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,771,771,cubic metre per second,25,,2024-10-28T08:54:29Z,River
http://www.wikidata.org/entity/Q17952,Guadiaro,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,30,30,cubic metre per second,16,,2024-09-05T09:32:58Z,River
http://www.wikidata.org/entity/Q16669,Sado River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,40,40,cubic metre per second,35,,2024-06-03T22:28:42Z,River
http://www.wikidata.org/entity/Q304810,Amer,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,240,240,cubic metre per second,17,,2024-04-03T05:00:14Z,River
http://www.wikidata.org/entity/Q191314,Godavari River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,3061.18,3061.18,cubic metre per second,85,,2024-10-21T15:40:45Z,River
http://www.wikidata.org/entity/Q544318,Talfer,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,12.5,12.5,cubic metre per second,10,,2024-10-13T16:04:43Z,River
http://www.wikidata.org/entity/Q14338,Limmat,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,101,101,cubic metre per second,43,,2024-09-30T02:36:48Z,River
http://www.wikidata.org/entity/Q192567,Ili River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,480,480,cubic metre per second,65,,2024-09-01T15:55:45Z,River
http://www.wikidata.org/entity/Q18622,Guadalentín,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,0.1,0.1,cubic metre per second,16,,2024-09-06T18:40:38Z,River
http://www.wikidata.org/entity/Q82207,Indigirka,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1570,1570,cubic metre per second,68,,2024-10-30T13:59:38Z,River
http://www.wikidata.org/entity/Q225830,Tekes River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,270,270,cubic metre per second,13,,2024-10-14T11:26:53Z,River
http://www.wikidata.org/entity/Q103148,Lahn,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,54,54,cubic metre per second,67,,2024-11-11T04:01:32Z,River
http://www.wikidata.org/entity/Q248496,Izh,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,34.1,34.1,cubic metre per second,32,,2024-11-18T04:45:28Z,River
http://www.wikidata.org/entity/Q192820,River Shannon,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,200,200,cubic metre per second,65,,2024-10-28T09:13:42Z,River
http://www.wikidata.org/entity/Q64532,Ustya,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,92.4,92.4,cubic metre per second,15,,2024-03-31T21:05:58Z,River
http://www.wikidata.org/entity/Q7348,Indus River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,6600,6600,cubic metre per second,150,,2024-11-11T07:05:09Z,River
http://www.wikidata.org/entity/Q150062,Jamuna River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,20100,20100,cubic metre per second,37,,2024-11-11T03:34:30Z,River
http://www.wikidata.org/entity/Q274784,Élorn,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,5.58,5.58,cubic metre per second,12,,2024-09-19T11:26:41Z,River
http://www.wikidata.org/entity/Q41962,Aisne,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,63,63,cubic metre per second,54,,2024-07-09T18:18:59Z,River
http://www.wikidata.org/entity/Q1673,Neckar,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,140,140,cubic metre per second,75,,2024-08-28T21:40:39Z,River
http://www.wikidata.org/entity/Q522100,Cetina,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,105,105,cubic metre per second,36,,2024-10-04T18:21:02Z,River
http://www.wikidata.org/entity/Q467419,Vetluga,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,255,255,cubic metre per second,48,,2024-08-28T21:03:26Z,River
http://www.wikidata.org/entity/Q516818,Timpton,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,560,560,cubic metre per second,21,,2024-09-16T07:23:52Z,River
http://www.wikidata.org/entity/Q3503,Congo,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,41800,41800,cubic metre per second,154,,2024-11-14T18:05:55Z,River
http://www.wikidata.org/entity/Q511067,Vasyugan,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,327.64,327.64,cubic metre per second,35,,2024-10-09T00:35:15Z,River
http://www.wikidata.org/entity/Q3569,Senegal River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,640,640,cubic metre per second,79,,2024-11-17T02:24:47Z,River
http://www.wikidata.org/entity/Q338867,Candelaro,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,2.5,2.5,cubic metre per second,6,,2024-04-15T07:26:18Z,River
http://www.wikidata.org/entity/Q167814,Zayandeh River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,38,38,cubic metre per second,29,,2024-04-04T02:38:19Z,River
http://www.wikidata.org/entity/Q126712,Vrbas,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,33,33,cubic metre per second,46,,2024-08-03T06:17:24Z,River
