entity,entityLabel,category,property,propertyLabel,value,unitLabel,sitelinks,dateCreated,dateModified,entityType
http://www.wikidata.org/entity/Q4252498,Lada,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,49.1,kilometre,4,,2023-06-23T08:01:26Z,River
http://www.wikidata.org/entity/Q34971078,Teterupe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,19.6,kilometre,2,,2024-11-17T10:20:39Z,River
http://www.wikidata.org/entity/Q16362946,Līgupe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,13.2,kilometre,2,,2024-10-12T05:49:50Z,River
http://www.wikidata.org/entity/Q803627,Bahra,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,18,kilometre,7,,2024-04-14T02:24:37Z,River
http://www.wikidata.org/entity/Q2131077,Ranna,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,29.41,kilometre,10,,2024-07-15T01:01:40Z,River
http://www.wikidata.org/entity/Q22432865,Rivière Ouananiche,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,10,kilometre,4,,2024-09-24T13:06:56Z,River
http://www.wikidata.org/entity/Q18543584,Nereta,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,43.2,kilometre,3,,2024-04-11T12:47:50Z,River
http://www.wikidata.org/entity/Q179444,Potomac River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,665,kilometre,73,,2024-11-05T21:10:55Z,River
http://www.wikidata.org/entity/Q16356699,Zalvīte,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,35.3,kilometre,2,,2024-04-06T18:45:32Z,River
http://www.wikidata.org/entity/Q497411,Moravian Thaya,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,68,kilometre,13,,2024-07-11T04:23:05Z,River
http://www.wikidata.org/entity/Q3801504,Kira,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,67.9,kilometre,7,,2024-11-29T09:21:27Z,River
http://www.wikidata.org/entity/Q2424383,Šventoji,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,81.6,kilometre,12,,2024-09-01T06:43:22Z,River
http://www.wikidata.org/entity/Q22438887,Rivière Ticouapé,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,73,kilometre,5,,2024-09-23T16:20:54Z,River
http://www.wikidata.org/entity/Q16358083,Indrica,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,42.5,kilometre,4,,2024-11-26T05:08:22Z,River
http://www.wikidata.org/entity/Q26472928,Dzelda,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,17.3,kilometre,2,,2024-10-21T17:10:40Z,River
http://www.wikidata.org/entity/Q27237469,Svētaine,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,15.8,kilometre,2,,2024-11-14T21:20:40Z,River
http://www.wikidata.org/entity/Q3744927,Peetri River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,83.3,kilometre,8,,2024-08-01T07:14:00Z,River
http://www.wikidata.org/entity/Q28966961,Rauza,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,45.1,kilometre,2,,2024-04-07T13:49:44Z,River
http://www.wikidata.org/entity/Q18018847,Braunaubach,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,42,kilometre,5,,2024-05-08T19:00:25Z,River
http://www.wikidata.org/entity/Q3511464,Apše,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,46.5,kilometre,8,,2024-10-26T12:28:45Z,River
http://www.wikidata.org/entity/Q12663125,Liepars,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,36.8,kilometre,4,,2024-04-05T07:07:58Z,River
http://www.wikidata.org/entity/Q305700,Abava River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,134.3,kilometre,23,,2024-04-03T01:14:20Z,River
http://www.wikidata.org/entity/Q2529724,Vlára,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,42.5,kilometre,8,,2024-05-30T17:01:32Z,River
http://www.wikidata.org/entity/Q26981632,Pūre,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,11,kilometre,2,,2024-11-04T15:33:58Z,River
http://www.wikidata.org/entity/Q16353218,Briede,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,44.7,kilometre,4,,2024-04-03T22:44:06Z,River
http://www.wikidata.org/entity/Q455521,Amata River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,83.9,kilometre,9,,2024-04-08T16:34:08Z,River
http://www.wikidata.org/entity/Q3544098,Feimanka,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,68.9,kilometre,7,,2024-09-01T06:45:01Z,River
http://www.wikidata.org/entity/Q3738689,Pērse,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,56.4,kilometre,10,,2024-11-26T06:00:54Z,River
http://www.wikidata.org/entity/Q16360257,Krievupe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,48.7,kilometre,3,,2024-04-03T02:08:24Z,River
http://www.wikidata.org/entity/Q16362901,Līgate,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,40.1,kilometre,2,,2024-09-01T15:13:09Z,River
http://www.wikidata.org/entity/Q561452,Kalte Moldau,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,24,kilometre,12,,2024-04-13T10:12:00Z,River
http://www.wikidata.org/entity/Q10951033,Malmute,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,23.4,kilometre,3,,2024-10-25T13:25:12Z,River
http://www.wikidata.org/entity/Q50049359,Druve,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,22.6,kilometre,2,,2024-10-23T11:07:13Z,River
http://www.wikidata.org/entity/Q4394622,Rika,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,40.6,kilometre,3,,2023-10-18T09:19:08Z,River
http://www.wikidata.org/entity/Q21481230,Birztala,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,26.1,kilometre,2,,2024-09-16T17:34:59Z,River
http://www.wikidata.org/entity/Q16362163,Q16362163,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,37.6,kilometre,2,,2024-09-01T15:19:49Z,River
http://www.wikidata.org/entity/Q12671286,Riežupe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,44.6,kilometre,4,,2024-04-06T10:33:48Z,River
http://www.wikidata.org/entity/Q16353630,Bērzaune,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,37.6,kilometre,3,,2024-08-09T05:29:14Z,River
http://www.wikidata.org/entity/Q12677415,Vilce river,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,48.7,kilometre,4,,2024-04-05T04:55:21Z,River
http://www.wikidata.org/entity/Q1777856,Raczyna,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,26,kilometre,3,,2024-10-09T20:17:05Z,River
http://www.wikidata.org/entity/Q5620656,Lielā Jugla,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,65.4,kilometre,9,,2024-05-27T14:49:04Z,River
http://www.wikidata.org/entity/Q35255856,Ponakste,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,30.6,kilometre,2,,2024-08-17T08:57:29Z,River
http://www.wikidata.org/entity/Q16353198,Brasla,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,23.8,kilometre,2,,2024-12-01T09:48:58Z,River
http://www.wikidata.org/entity/Q3489822,Dabikinė River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,47.4,kilometre,8,,2024-11-11T01:43:01Z,River
http://www.wikidata.org/entity/Q16362973,Līčupe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,47.5,kilometre,2,,2024-04-07T04:07:50Z,River
http://www.wikidata.org/entity/Q12769120,Klanečnica,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,25,kilometre,3,,2023-12-02T13:14:27Z,River
http://www.wikidata.org/entity/Q28966941,Šepka,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,13.9,kilometre,2,,2024-11-17T10:22:15Z,River
http://www.wikidata.org/entity/Q20406282,Zaņa,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,57.8,kilometre,2,,2024-04-05T03:11:39Z,River
http://www.wikidata.org/entity/Q16350266,Abza,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,30.8,kilometre,2,,2024-08-24T09:11:50Z,River
http://www.wikidata.org/entity/Q625603,Pedeli River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,34,kilometre,12,,2024-07-26T05:55:17Z,River
http://www.wikidata.org/entity/Q18782096,Tebra River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,89.4,kilometre,8,,2024-08-04T13:41:50Z,River
http://www.wikidata.org/entity/Q16362382,Liede,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,58.7,kilometre,4,,2024-03-30T21:17:50Z,River
http://www.wikidata.org/entity/Q15111808,Pomezní potok,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,2.5,kilometre,2,,2024-07-11T09:16:29Z,River
http://www.wikidata.org/entity/Q27237464,Skujaine,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,34,kilometre,2,,2024-11-03T07:27:11Z,River
http://www.wikidata.org/entity/Q16355664,Veseta,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,66.5,kilometre,3,,2024-04-11T22:45:09Z,River
http://www.wikidata.org/entity/Q20580087,Viesata,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,51.7,kilometre,2,,2024-04-13T18:12:32Z,River
http://www.wikidata.org/entity/Q23666860,Dursupe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,39.2,kilometre,2,,2024-07-31T18:54:47Z,River
http://www.wikidata.org/entity/Q12025711,Jiříkovský potok,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,8.4,kilometre,3,,2023-12-02T11:38:49Z,River
http://www.wikidata.org/entity/Q15222894,Mergupe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,66.7,kilometre,3,,2024-05-27T14:49:23Z,River
http://www.wikidata.org/entity/Q12674954,Tērvete River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,70.2,kilometre,5,,2024-09-20T15:44:05Z,River
http://www.wikidata.org/entity/Q453306,Kirnitzsch,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,45.3,kilometre,15,,2024-05-28T12:00:33Z,River
http://www.wikidata.org/entity/Q1669474,Rivière Nottaway,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,225,kilometre,16,,2024-08-18T17:40:43Z,River
http://www.wikidata.org/entity/Q20504068,Plonė,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,33.2,kilometre,2,,2024-04-09T07:39:49Z,River
http://www.wikidata.org/entity/Q24451347,Dviete,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,36.5,kilometre,2,,2024-08-13T14:42:12Z,River
http://www.wikidata.org/entity/Q16362664,Lobe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,23.8,kilometre,3,,2024-11-16T06:50:03Z,River
http://www.wikidata.org/entity/Q483607,Anacostia River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,14,kilometre,27,,2024-10-07T07:42:52Z,River
http://www.wikidata.org/entity/Q16358306,Q16358306,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,81.6,kilometre,3,,2024-09-01T06:42:25Z,River
http://www.wikidata.org/entity/Q16351134,Ruņa River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,40.2,kilometre,4,,2024-07-23T09:16:04Z,River
http://www.wikidata.org/entity/Q50049363,Q50049363,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,20.3,kilometre,2,,2024-11-14T18:24:13Z,River
http://www.wikidata.org/entity/Q12677842,Viršytis,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,33.8,kilometre,3,,2024-04-09T05:17:20Z,River
http://www.wikidata.org/entity/Q3433809,Sainte-Marguerite River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,106.25,kilometre,7,,2023-02-23T20:25:41Z,River
http://www.wikidata.org/entity/Q26879475,Bebrupe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,11.1,kilometre,2,,2024-11-02T06:06:36Z,River
http://www.wikidata.org/entity/Q16351044,Alokste,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,48.6,kilometre,2,,2023-07-13T11:45:03Z,River
http://www.wikidata.org/entity/Q3783,Amazon,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,6400,kilometre,204,,2024-11-30T16:03:13Z,River
http://www.wikidata.org/entity/Q2254512,Schwarzwasser,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,20,kilometre,6,,2023-11-24T21:15:45Z,River
http://www.wikidata.org/entity/Q16348792,Paparze,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,30.7,kilometre,2,,2024-09-29T17:15:28Z,River
http://www.wikidata.org/entity/Q16355093,Durbe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,57.3,kilometre,4,,2024-08-04T13:40:58Z,River
http://www.wikidata.org/entity/Q2133429,Rauna,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,60.8,kilometre,5,,2023-03-30T20:45:40Z,River
http://www.wikidata.org/entity/Q16355456,Q16355456,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,19.8,kilometre,2,,2024-11-18T01:42:22Z,River
http://www.wikidata.org/entity/Q3744929,Pärlijõgi,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,44.4,kilometre,7,,2024-04-19T10:37:54Z,River
http://www.wikidata.org/entity/Q1958317,Müglitz,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,49,kilometre,11,,2024-09-16T21:46:21Z,River
http://www.wikidata.org/entity/Q4204121,Pilda,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,24.1,kilometre,3,,2024-04-15T11:23:07Z,River
http://www.wikidata.org/entity/Q15218594,Ataša,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,27.3,kilometre,2,,2024-09-24T16:09:02Z,River
http://www.wikidata.org/entity/Q22416780,Rivière du Brick,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,27,kilometre,4,,2024-03-11T13:54:17Z,River
http://www.wikidata.org/entity/Q1656989,Iecava River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,182.7,kilometre,16,,2024-09-01T08:18:50Z,River
http://www.wikidata.org/entity/Q16356354,Ezere,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,59.3,kilometre,5,,2024-04-10T08:17:27Z,River
http://www.wikidata.org/entity/Q3511442,Virčiuvis,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,79.3,kilometre,7,,2024-04-11T05:11:03Z,River
http://www.wikidata.org/entity/Q26757915,Slampe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,18.5,kilometre,2,,2024-09-03T08:12:53Z,River
http://www.wikidata.org/entity/Q12677158,Viesīte River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,65.7,kilometre,5,,2024-04-15T00:33:43Z,River
http://www.wikidata.org/entity/Q1672425,Irbe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,33.8,kilometre,9,,2024-09-12T10:53:53Z,River
http://www.wikidata.org/entity/Q26757889,Džūkste,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,24.7,kilometre,2,,2024-09-19T05:21:57Z,River
http://www.wikidata.org/entity/Q35328888,Pēterupe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,48.6,kilometre,3,,2023-05-07T15:44:12Z,River
http://www.wikidata.org/entity/Q16349877,Puska,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,27,kilometre,2,,2024-11-24T11:25:30Z,River
http://www.wikidata.org/entity/Q4205111,Istra,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,42.9,kilometre,3,,2024-04-14T13:46:18Z,River
http://www.wikidata.org/entity/Q19963731,Kalte Pastritz,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,11.2,kilometre,2,,2023-12-03T00:39:33Z,River
http://www.wikidata.org/entity/Q4148982,Grīva,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,35,kilometre,4,,2024-08-01T10:16:06Z,River
http://www.wikidata.org/entity/Q4071825,Asunica,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,43,kilometre,5,,2024-04-08T09:45:18Z,River
http://www.wikidata.org/entity/Q20829626,Veldze River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,30.1,kilometre,2,,2024-07-24T04:53:59Z,River
