rowID,entity,entityLabel,domain,property,propertyLabel,value,roundedValue,unitLabel,sitelinks,dateModified,entityType,question,fileName,sheetName,days_since_last_modified
31,http://www.wikidata.org/entity/Q123408014,Giant Fruit Loop,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,19.99,19.99,United States dollar,0,2024-02-13 22:42:36,work of art,"What is the latest known price of the Giant Fruit Loop, by MSCHF, in United States dollars?",Art & Literature.xlsx,Art_price,322
32,http://www.wikidata.org/entity/Q28105917,Caricature of a man pointing with his left arm,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,2160,2160,pound sterling,0,2024-10-23 21:15:25,work of art,"What is the latest known price of the Caricature of a man pointing with his left arm, by Gian Lorenzo Bernini, in pound sterlings?",Art & Literature.xlsx,Art_price,69
33,http://www.wikidata.org/entity/Q22951281,Interchange,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,300000000,300000000,United States dollar,6,2024-09-26 03:05:59,work of art,"What is the latest known price of the Interchange, by Willem de Kooning, in United States dollars?",Art & Literature.xlsx,Art_price,96
34,http://www.wikidata.org/entity/Q26221186,Landscape with Olive Tree and Mountains in the Background,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,51915000,51915000,United States dollar,1,2024-10-12 15:40:36,work of art,"What is the latest known price of the Landscape with Olive Tree and Mountains in the Background, by Vincent van Gogh, in United States dollars?",Art & Literature.xlsx,Art_price,80
35,http://www.wikidata.org/entity/Q114458461,"Depositing of John Bellini’s Three Pictures in La Chiesa Redentore, Venice",Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,33595000,33595000,United States dollar,0,2023-11-20 09:54:16,work of art,"What is the latest known price of the Depositing of John Bellini’s Three Pictures in La Chiesa Redentore, Venice, by J. M. W. Turner, in United States dollars?",Art & Literature.xlsx,Art_price,407
36,http://www.wikidata.org/entity/Q113637987,Birch Forest,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,104585000,104585000,United States dollar,0,2023-11-20 09:51:56,work of art,"What is the latest known price of the Birch Forest, by Gustav Klimt, in United States dollars?",Art & Literature.xlsx,Art_price,407
37,http://www.wikidata.org/entity/Q21178501,Skagen Heath near Brovandene,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,165000,165000,Danish krone,0,2024-09-04 19:14:47,work of art,"What is the latest known price of the Skagen Heath near Brovandene, by Peder Severin Krøyer, in Danish krones?",Art & Literature.xlsx,Art_price,118
38,http://www.wikidata.org/entity/Q89362195,The Vegetable Seller at Cork,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,700,700,Euro,0,2024-12-08 04:04:28,work of art,"What is the latest known price of the The Vegetable Seller at Cork, by Beatrice Gubbins, in Euros?",Art & Literature.xlsx,Art_price,23
39,http://www.wikidata.org/entity/Q21012001,Spring landscape with light green fields; small pond and to the right Mogenstrup,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,22000,22000,Danish krone,0,2024-09-01 16:32:02,work of art,"What is the latest known price of the Spring landscape with light green fields; small pond and to the right Mogenstrup, by Laurits Andersen Ring, in Danish krones?",Art & Literature.xlsx,Art_price,121
40,http://www.wikidata.org/entity/Q37822147,Odalisque,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,14850500,14850500,United States dollar,0,2024-11-09 18:53:56,work of art,"What is the latest known price of the Odalisque, by Henri Matisse, in United States dollars?",Art & Literature.xlsx,Art_price,52
41,http://www.wikidata.org/entity/Q80317,Garçon à la pipe,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,104168000,104168000,United States dollar,21,2024-12-01 11:29:21,work of art,"What is the latest known price of the Garçon à la pipe, by Pablo Picasso, in United States dollars?",Art & Literature.xlsx,Art_price,30
42,http://www.wikidata.org/entity/Q112675413,Number 31,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,54205000,54205000,United States dollar,0,2023-10-30 18:26:22,work of art,"What is the latest known price of the Number 31, by Jackson Pollock, in United States dollars?",Art & Literature.xlsx,Art_price,428
43,http://www.wikidata.org/entity/Q40331703,The King's birthday. The Royal Guard in red gala in Østergade,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,2100000,2100000,Danish krone,1,2024-11-13 13:13:48,work of art,"What is the latest known price of the The King's birthday. The Royal Guard in red gala in Østergade, by Paul Gustav Fischer, in Danish krones?",Art & Literature.xlsx,Art_price,48
44,http://www.wikidata.org/entity/Q105810045,Study of a Man,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,1550000,1550000,Euro,0,2023-03-04 13:56:13,work of art,"What is the latest known price of the Study of a Man, by Gian Lorenzo Bernini, in Euros?",Art & Literature.xlsx,Art_price,668
45,http://www.wikidata.org/entity/Q114387979,"Large Interior, W11 (after Watteau)",Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,86265000,86265000,United States dollar,0,2023-11-20 09:54:04,work of art,"What is the latest known price of the Large Interior, W11 (after Watteau), by Lucian Freud, in United States dollars?",Art & Literature.xlsx,Art_price,407
46,http://www.wikidata.org/entity/Q109406846,North Central South Spring Garden,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,100000,100000,United States dollar,1,2023-08-06 15:56:15,work of art,"What is the latest known price of the North Central South Spring Garden, by Nguyễn Gia Trí, in United States dollars?",Art & Literature.xlsx,Art_price,513
47,http://www.wikidata.org/entity/Q97097833,Kreiselbär,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,15000,15000,Swiss franc,1,2024-12-25 04:08:16,work of art,"What is the latest known price of the Kreiselbär, by Housi Knecht, in Swiss francs?",Art & Literature.xlsx,Art_price,6
48,http://www.wikidata.org/entity/Q102426118,Divertimento II,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,90240000,90240000,Czech koruna,0,2022-08-27 03:09:12,work of art,"What is the latest known price of the Divertimento II, by František Kupka, in Czech korunas?",Art & Literature.xlsx,Art_price,857
49,http://www.wikidata.org/entity/Q106233491,Rodolfo Pizarro,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,32000,32000,United States dollar,0,2023-03-27 15:36:58,work of art,"What is the latest known price of the Rodolfo Pizarro, by Enrique Enn, in United States dollars?",Art & Literature.xlsx,Art_price,645
50,http://www.wikidata.org/entity/Q88798922,Bal du moulin de la Galette,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,78100000,78100000,United States dollar,0,2024-12-08 03:45:28,work of art,"What is the latest known price of the Bal du moulin de la Galette, by Pierre-Auguste Renoir, in United States dollars?",Art & Literature.xlsx,Art_price,23
51,http://www.wikidata.org/entity/Q52831236,Contrast of Forms,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,70062500,70062500,United States dollar,0,2024-11-20 17:43:52,work of art,"What is the latest known price of the Contrast of Forms, by Fernand Léger, in United States dollars?",Art & Literature.xlsx,Art_price,41
52,http://www.wikidata.org/entity/Q107036412,I am,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,18300,18300,United States dollar,6,2023-05-22 08:35:16,work of art,"What is the latest known price of the I am, by Salvatore Garau, in United States dollars?",Art & Literature.xlsx,Art_price,589
53,http://www.wikidata.org/entity/Q5967091,The Virgin,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,20000,20000,Austro-Hungarian krone,15,2024-11-23 09:09:25,work of art,"What is the latest known price of the The Virgin, by Gustav Klimt, in Austro-Hungarian krones?",Art & Literature.xlsx,Art_price,38
54,http://www.wikidata.org/entity/Q115109300,"Portrait of Pope Gregory XIII, bust-length",Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,32500,32500,United States dollar,0,2023-11-20 09:56:31,work of art,"What is the latest known price of the Portrait of Pope Gregory XIII, bust-length, by Scipione Pulzone, in United States dollars?",Art & Literature.xlsx,Art_price,407
55,http://www.wikidata.org/entity/Q124492417,Cirkus Simonette,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,9460000,9460000,Czech koruna,0,2024-02-23 13:42:41,work of art,"What is the latest known price of the Cirkus Simonette, by Jindřich Štyrský, in Czech korunas?",Art & Literature.xlsx,Art_price,312
56,http://www.wikidata.org/entity/Q130456310,Peasant Woman,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,553250,553250,pound sterling,0,2024-03-26 11:51:26,work of art,"What is the latest known price of the Peasant Woman, by Abram Arkhipov, in pound sterlings?",Art & Literature.xlsx,Art_price,280
57,http://www.wikidata.org/entity/Q1267893,Ginevra de' Benci,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,5000000,5000000,United States dollar,36,2024-03-24 21:33:00,work of art,"What is the latest known price of the Ginevra de' Benci, by Leonardo da Vinci, in United States dollars?",Art & Literature.xlsx,Art_price,282
58,http://www.wikidata.org/entity/Q26221143,Orchard with Peach Trees in Blossom,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,117180000,117180000,United States dollar,2,2024-10-12 14:11:18,work of art,"What is the latest known price of the Orchard with Peach Trees in Blossom, by Vincent van Gogh, in United States dollars?",Art & Literature.xlsx,Art_price,80
59,http://www.wikidata.org/entity/Q105947532,Everydays: the First 5000 Days,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,69346250,69346250,United States dollar,11,2023-03-22 09:07:24,work of art,"What is the latest known price of the Everydays: the First 5000 Days, by Mike Winkelmann, in United States dollars?",Art & Literature.xlsx,Art_price,650
60,http://www.wikidata.org/entity/Q115390601,Portrait of Alexander VII Chigi,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,706400,706400,Euro,0,2023-11-20 09:58:47,work of art,"What is the latest known price of the Portrait of Alexander VII Chigi, by Pier Francesco Mola, in Euros?",Art & Literature.xlsx,Art_price,407
61,http://www.wikidata.org/entity/Q31888424,Head III,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,10442500,10442500,pound sterling,2,2024-10-29 13:25:43,work of art,"What is the latest known price of the Head III, by Francis Bacon, in pound sterlings?",Art & Literature.xlsx,Art_price,63
62,http://www.wikidata.org/entity/Q28110219,Oarsman in a Top Hat,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,43000000,43000000,Euro,5,2024-10-23 21:31:25,work of art,"What is the latest known price of the Oarsman in a Top Hat, by Gustave Caillebotte, in Euros?",Art & Literature.xlsx,Art_price,69
63,http://www.wikidata.org/entity/Q52986307,Young Girl with a Flower Basket,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,115000000,115000000,United States dollar,4,2024-11-20 21:50:43,work of art,"What is the latest known price of the Young Girl with a Flower Basket, by Pablo Picasso, in United States dollars?",Art & Literature.xlsx,Art_price,41
64,http://www.wikidata.org/entity/Q112114362,"Les Poseuses, small version",Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,149240000,149240000,United States dollar,1,2023-10-20 21:55:05,work of art,"What is the latest known price of the Les Poseuses, small version, by Georges Seurat, in United States dollars?",Art & Literature.xlsx,Art_price,438
65,http://www.wikidata.org/entity/Q114708640,Concarneau. Calme du Matin. Op. 219 (Larghetto),Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,39320000,39320000,United States dollar,1,2023-11-20 09:55:25,work of art,"What is the latest known price of the Concarneau. Calme du Matin. Op. 219 (Larghetto), by Paul Signac, in United States dollars?",Art & Literature.xlsx,Art_price,407
66,http://www.wikidata.org/entity/Q119519817,No. 7,Art & Literature,http://www.wikidata.org/prop/direct/P2284,latest known price,82500000,82500000,United States dollar,0,2024-01-01 00:21:36,work of art,"What is the latest known price of the No. 7, by Mark Rothko, in United States dollars?",Art & Literature.xlsx,Art_price,365
67,http://www.wikidata.org/entity/Q465065,The Danube Pilot,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1908,1908,year,18,2024-11-17 15:31:13,literary work,"What was the year of publication of the literary work The Danube Pilot, by Jules Verne?",Art & Literature.xlsx,Book_publicationYear,44
68,http://www.wikidata.org/entity/Q168309,The Village in the Treetops,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1901,1901,year,20,2024-07-09 17:28:04,literary work,"What was the year of publication of the literary work The Village in the Treetops, by Jules Verne?",Art & Literature.xlsx,Book_publicationYear,175
69,http://www.wikidata.org/entity/Q127263,Mrs. Todd's Shortcut,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1984,1984,year,6,2024-03-24 21:34:14,literary work,"What was the year of publication of the literary work Mrs. Todd's Shortcut, by Stephen King?",Art & Literature.xlsx,Book_publicationYear,282
70,http://www.wikidata.org/entity/Q30078039,Microbes and Man,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1969,1969,year,2,2024-10-28 07:18:24,literary work,"What was the year of publication of the literary work Microbes and Man, by John Postgate?",Art & Literature.xlsx,Book_publicationYear,64
71,http://www.wikidata.org/entity/Q464683,Escape!,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1945,1945,year,10,2024-11-17 15:31:13,literary work,"What was the year of publication of the literary work Escape!, by Isaac Asimov?",Art & Literature.xlsx,Book_publicationYear,44
72,http://www.wikidata.org/entity/Q46758,Harry Potter and the Deathly Hallows,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,2007,2007,year,88,2024-11-17 18:05:33,literary work,"What was the year of publication of the literary work Harry Potter and the Deathly Hallows, by J. K. Rowling?",Art & Literature.xlsx,Book_publicationYear,44
73,http://www.wikidata.org/entity/Q91147264,Baby’s Own Aesop,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1887,1887,year,2,2024-12-08 08:27:30,literary work,"What was the year of publication of the literary work Baby’s Own Aesop, by Walter Crane?",Art & Literature.xlsx,Book_publicationYear,23
74,http://www.wikidata.org/entity/Q105485274,Blue Lantern,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1991,1991,year,6,2023-02-03 14:53:52,literary work,"What was the year of publication of the literary work Blue Lantern, by Victor Pelevin?",Art & Literature.xlsx,Book_publicationYear,697
75,http://www.wikidata.org/entity/Q91674109,Reasons for not eating animal food,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1814,1814,year,3,2024-12-08 08:38:15,literary work,"What was the year of publication of the literary work Reasons for not eating animal food, by Richard Phillips?",Art & Literature.xlsx,Book_publicationYear,23
76,http://www.wikidata.org/entity/Q179021,The Alchemist,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1988,1988,year,87,2024-07-21 22:21:58,literary work,"What was the year of publication of the literary work The Alchemist, by Paulo Coelho?",Art & Literature.xlsx,Book_publicationYear,163
77,http://www.wikidata.org/entity/Q438298,Riding the Bullet,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,2000,2000,year,9,2024-11-16 22:40:00,literary work,"What was the year of publication of the literary work Riding the Bullet, by Stephen King?",Art & Literature.xlsx,Book_publicationYear,45
78,http://www.wikidata.org/entity/Q218950,Prince Caspian,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1951,1951,year,48,2024-09-17 09:22:25,literary work,"What was the year of publication of the literary work Prince Caspian, by C. S. Lewis?",Art & Literature.xlsx,Book_publicationYear,105
79,http://www.wikidata.org/entity/Q12606623,Katuri,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,2008,2008,year,2,2024-03-16 07:06:25,literary work,"What was the year of publication of the literary work Katuri, by Kwon Jeong-saeng?",Art & Literature.xlsx,Book_publicationYear,290
80,http://www.wikidata.org/entity/Q105043941,After the Ball,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1989,1989,year,3,2023-01-20 18:12:29,literary work,"What was the year of publication of the literary work After the Ball, by Marshall Kirk?",Art & Literature.xlsx,Book_publicationYear,711
81,http://www.wikidata.org/entity/Q284839,The Ugly Swans,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1968,1968,year,9,2024-10-24 09:24:55,literary work,"What was the year of publication of the literary work The Ugly Swans, by Arkady and Boris Strugatsky?",Art & Literature.xlsx,Book_publicationYear,68
82,http://www.wikidata.org/entity/Q12345685,Bildotabuloj por la instruado de Esperanto,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1919,1919,year,2,2024-02-14 04:13:29,literary work,"What was the year of publication of the literary work Bildotabuloj por la instruado de Esperanto, by Thora Goldschmidt?",Art & Literature.xlsx,Book_publicationYear,321
83,http://www.wikidata.org/entity/Q465158,Segregationist,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1953,1953,year,7,2024-11-17 15:31:13,literary work,"What was the year of publication of the literary work Segregationist, by Isaac Asimov?",Art & Literature.xlsx,Book_publicationYear,44
84,http://www.wikidata.org/entity/Q135515,The Sound and the Fury,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1929,1929,year,37,2024-04-11 17:10:07,literary work,"What was the year of publication of the literary work The Sound and the Fury, by William Faulkner?",Art & Literature.xlsx,Book_publicationYear,264
85,http://www.wikidata.org/entity/Q95057,Parasite Eve,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1995,1995,year,9,2024-12-09 10:04:28,literary work,"What was the year of publication of the literary work Parasite Eve, by Hideaki Sena?",Art & Literature.xlsx,Book_publicationYear,22
86,http://www.wikidata.org/entity/Q1943729,Systema Mycologicum,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1900,1900,year,7,2024-08-20 09:06:44,literary work,"What was the year of publication of the literary work Systema Mycologicum, by Elias Magnus Fries?",Art & Literature.xlsx,Book_publicationYear,133
87,http://www.wikidata.org/entity/Q6777339,Dongui Suse Bowon,Art & Literature,http://www.wikidata.org/prop/direct/P577,year of publication,1894,1894,year,2,2024-11-25 17:41:04,literary work,"What was the year of publication of the literary work Dongui Suse Bowon, by Yi Je-ma?",Art & Literature.xlsx,Book_publicationYear,36
