entity,entityLabel,category,property,propertyLabel,value,year,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,739426,2005,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q65,Los Angeles,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,3990456,2018,269,,2024-11-20T23:19:43Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,678974,1980,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,1000,1848,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,25000,1849,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,776733,2000,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,123466,2009,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,90937,1910,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,883869,2019,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q84,London,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,7172036,2001,345,,2024-11-24T12:34:45Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,837442,2013,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,883963,2018,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,128422,1994,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,12186,1798,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,133115,2016,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,123841,2010,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,29670,1850,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,149473,1870,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,805235,2010,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,884363,2017,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q65,Los Angeles,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,5728,1870,269,,2024-11-20T23:19:43Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,740316,1960,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,128848,2013,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,56802,1860,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,124412,1997,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,805704,2010,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,815016,2011,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,133798,2017,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,870887,2016,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,133883,2018,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q65,Los Angeles,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,3898747,2020,269,,2024-11-20T23:19:43Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,138574,1985,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,298997,1890,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,852469,2014,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,233959,1880,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,129423,1993,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q84,London,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,1011157,1801,345,,2024-11-24T12:34:45Z
http://www.wikidata.org/entity/Q65,Los Angeles,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,11183,1880,269,,2024-11-20T23:19:43Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,134290,2021,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,134393,1989,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,162405,1970,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,134506,2022,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,143816,1982,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,634394,1930,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,134591,2019,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,134629,1990,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q62,San Francisco,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,634536,1940,223,,2024-11-20T23:53:17Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,130015,2014,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,130069,1992,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q65,Los Angeles,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,3792621,2010,269,,2024-11-20T23:19:43Z
http://www.wikidata.org/entity/Q70,Bern,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,134794,2020,201,,2024-11-25T10:59:18Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,19147,2018,52,,2024-10-19T12:58:17Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,5206,1889,52,,2024-10-19T12:58:17Z
http://www.wikidata.org/entity/Q10045,IJsselstein,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,34160,2019,40,,2024-09-17T12:06:04Z
http://www.wikidata.org/entity/Q10045,IJsselstein,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,3466,1889,40,,2024-09-17T12:06:04Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,79193,2010,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q10006,Hengelo,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,80460,2000,65,,2024-10-09T12:30:54Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,19334,2019,52,,2024-10-19T12:58:17Z
http://www.wikidata.org/entity/Q10045,IJsselstein,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,3622,1899,40,,2024-09-17T12:06:04Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,37479,1980,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,4994,1879,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q10006,Hengelo,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,45524,1947,65,,2024-10-09T12:30:54Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,19738,2020,52,,2024-10-19T12:58:17Z
http://www.wikidata.org/entity/Q10045,IJsselstein,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,4024,1909,40,,2024-09-17T12:06:04Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,79928,2017,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,79936,2016,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,5547,1889,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,79983,2018,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,5695,1899,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,80117,2019,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q10006,Hengelo,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,9042,1869,65,,2024-10-09T12:30:54Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,5798,1909,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,11022,1960,52,,2024-10-19T12:58:17Z
http://www.wikidata.org/entity/Q10006,Hengelo,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,13744,1889,65,,2024-10-09T12:30:54Z
http://www.wikidata.org/entity/Q10006,Hengelo,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,18447,1899,65,,2024-10-09T12:30:54Z
http://www.wikidata.org/entity/Q10014,Kampen,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,52398,2016,54,,2024-10-04T09:27:46Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,20445,2021,52,,2024-10-19T12:58:17Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,6062,1930,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,6098,1920,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,61050,1990,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,10763,1960,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q10045,IJsselstein,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,4866,1930,40,,2024-09-17T12:06:04Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,6683,1899,52,,2024-10-19T12:58:17Z
http://www.wikidata.org/entity/Q10045,IJsselstein,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,3010,1830,40,,2024-09-17T12:06:04Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,7077,1909,52,,2024-10-19T12:58:17Z
http://www.wikidata.org/entity/Q10045,IJsselstein,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,5285,1947,40,,2024-09-17T12:06:04Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,6643,1947,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,7227,1930,52,,2024-10-19T12:58:17Z
http://www.wikidata.org/entity/Q10006,Hengelo,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,23941,1909,65,,2024-10-09T12:30:54Z
http://www.wikidata.org/entity/Q10006,Hengelo,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,9996,1879,65,,2024-10-09T12:30:54Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,7354,1920,52,,2024-10-19T12:58:17Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,2712,1849,52,,2024-10-19T12:58:17Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,81249,2020,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,16792,1980,52,,2024-10-19T12:58:17Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,2862,1859,52,,2024-10-19T12:58:17Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,7533,1947,52,,2024-10-19T12:58:17Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,2898,1830,52,,2024-10-19T12:58:17Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,72142,2000,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,2954,1840,52,,2024-10-19T12:58:17Z
http://www.wikidata.org/entity/Q10006,Hengelo,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,70761,1971,65,,2024-10-09T12:30:54Z
http://www.wikidata.org/entity/Q9954,Purmerend,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,81515,2022,62,,2024-08-19T02:29:33Z
http://www.wikidata.org/entity/Q9974,Weesp,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,3068,1869,52,,2024-10-19T12:58:17Z
