entity,entityLabel,category,property,propertyLabel,value,genre,genreLabel,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q632022,Dollhouse,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,26,http://www.wikidata.org/entity/Q336059,science fiction television program,29,,2024-08-10T08:01:59Z
http://www.wikidata.org/entity/Q564877,Návštěvníci,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,15,http://www.wikidata.org/entity/Q336059,science fiction television program,12,,2024-11-22T20:58:48Z
http://www.wikidata.org/entity/Q628116,The Listener,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,65,http://www.wikidata.org/entity/Q336059,science fiction television program,18,,2024-09-26T03:05:59Z
http://www.wikidata.org/entity/Q578623,Dark Angel,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,43,http://www.wikidata.org/entity/Q336059,science fiction television program,34,,2024-10-05T23:07:53Z
http://www.wikidata.org/entity/Q837316,Primeval,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,36,http://www.wikidata.org/entity/Q336059,science fiction television program,23,,2024-04-30T04:32:49Z
http://www.wikidata.org/entity/Q834560,Alcatraz,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,13,http://www.wikidata.org/entity/Q336059,science fiction television program,27,,2024-05-18T12:55:29Z
http://www.wikidata.org/entity/Q870078,Unterwegs nach Atlantis,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,13,http://www.wikidata.org/entity/Q336059,science fiction television program,4,,2024-08-29T07:25:53Z
http://www.wikidata.org/entity/Q738633,Masked Rider,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,40,http://www.wikidata.org/entity/Q336059,science fiction television program,10,,2024-03-26T11:53:45Z
http://www.wikidata.org/entity/Q839437,The Outer Limits,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,49,http://www.wikidata.org/entity/Q336059,science fiction television program,21,,2024-09-14T13:53:06Z
http://www.wikidata.org/entity/Q604202,Galactica 1980,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,10,http://www.wikidata.org/entity/Q336059,science fiction television program,14,,2024-11-28T06:37:21Z
http://www.wikidata.org/entity/Q847094,The Hitchhiker's Guide to the Galaxy,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,6,http://www.wikidata.org/entity/Q336059,science fiction television program,8,,2024-11-07T09:16:58Z
http://www.wikidata.org/entity/Q635909,HeliCops – Einsatz über Berlin,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,36,http://www.wikidata.org/entity/Q336059,science fiction television program,10,,2024-11-05T00:40:40Z
http://www.wikidata.org/entity/Q592745,The Return of Ultraman,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,51,http://www.wikidata.org/entity/Q336059,science fiction television program,12,,2024-08-06T17:20:20Z
http://www.wikidata.org/entity/Q590031,Paradox,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,5,http://www.wikidata.org/entity/Q336059,science fiction television program,10,,2024-03-25T13:16:45Z
http://www.wikidata.org/entity/Q558413,K-9,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,26,http://www.wikidata.org/entity/Q336059,science fiction television program,15,,2024-03-26T12:01:57Z
http://www.wikidata.org/entity/Q844099,Sanctuary,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,59,http://www.wikidata.org/entity/Q336059,science fiction television program,22,,2024-11-18T13:34:25Z
http://www.wikidata.org/entity/Q715010,Manimal,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,8,http://www.wikidata.org/entity/Q336059,science fiction television program,10,,2024-09-10T08:27:17Z
http://www.wikidata.org/entity/Q785741,Perversions of Science,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,10,http://www.wikidata.org/entity/Q336059,science fiction television program,3,,2024-04-30T08:03:23Z
http://www.wikidata.org/entity/Q715006,Automan,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,13,http://www.wikidata.org/entity/Q336059,science fiction television program,10,,2024-11-04T17:56:36Z
http://www.wikidata.org/entity/Q595889,Warehouse 13,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,64,http://www.wikidata.org/entity/Q336059,science fiction television program,29,,2024-10-27T23:25:47Z
http://www.wikidata.org/entity/Q639557,Space Rangers,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,6,http://www.wikidata.org/entity/Q336059,science fiction television program,8,,2024-04-09T13:26:23Z
http://www.wikidata.org/entity/Q804314,Blake's 7,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,52,http://www.wikidata.org/entity/Q336059,science fiction television program,15,,2024-04-30T03:46:38Z
http://www.wikidata.org/entity/Q748551,Children of the Stones,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,7,http://www.wikidata.org/entity/Q336059,science fiction television program,2,,2024-04-10T13:44:11Z
http://www.wikidata.org/entity/Q729265,Space: Above and Beyond,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,24,http://www.wikidata.org/entity/Q336059,science fiction television program,14,,2024-11-04T01:06:55Z
http://www.wikidata.org/entity/Q558112,Black Mirror,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,28,http://www.wikidata.org/entity/Q336059,science fiction television program,63,,2024-12-04T17:30:47Z
http://www.wikidata.org/entity/Q742103,The Twilight Zone,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,156,http://www.wikidata.org/entity/Q336059,science fiction television program,37,,2024-10-06T17:08:26Z
http://www.wikidata.org/entity/Q685481,Kyle XY,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,43,http://www.wikidata.org/entity/Q336059,science fiction television program,36,,2024-04-30T05:00:47Z
http://www.wikidata.org/entity/Q614574,Eureka,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,77,http://www.wikidata.org/entity/Q336059,science fiction television program,23,,2024-04-30T04:34:27Z
http://www.wikidata.org/entity/Q657308,Lexx,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,61,http://www.wikidata.org/entity/Q336059,science fiction television program,17,,2024-11-14T03:07:47Z
http://www.wikidata.org/entity/Q853301,Beyond Westworld,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,5,http://www.wikidata.org/entity/Q336059,science fiction television program,6,,2024-04-16T11:38:48Z
http://www.wikidata.org/entity/Q596962,The Time Tunnel,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,30,http://www.wikidata.org/entity/Q336059,science fiction television program,18,,2024-04-16T11:52:52Z
http://www.wikidata.org/entity/Q552314,Arrow,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,170,http://www.wikidata.org/entity/Q336059,science fiction television program,55,,2024-09-19T05:15:12Z
http://www.wikidata.org/entity/Q706778,Wicked Science,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,52,http://www.wikidata.org/entity/Q336059,science fiction television program,14,,2024-10-04T12:36:20Z
http://www.wikidata.org/entity/Q755233,My Hero,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,51,http://www.wikidata.org/entity/Q336059,science fiction television program,8,,2024-04-16T11:42:26Z
http://www.wikidata.org/entity/Q658010,Continuum,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,42,http://www.wikidata.org/entity/Q336059,science fiction television program,25,,2024-10-13T00:03:22Z
http://www.wikidata.org/entity/Q616451,Captain Z-Ro,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,77,http://www.wikidata.org/entity/Q336059,science fiction television program,4,,2024-04-09T13:29:34Z
http://www.wikidata.org/entity/Q666919,Project U.F.O.,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,26,http://www.wikidata.org/entity/Q336059,science fiction television program,3,,2024-05-07T09:17:44Z
http://www.wikidata.org/entity/Q579554,Caprica,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,18,http://www.wikidata.org/entity/Q336059,science fiction television program,22,,2024-11-02T12:44:39Z
http://www.wikidata.org/entity/Q599401,Mighty Jack,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,13,http://www.wikidata.org/entity/Q336059,science fiction television program,5,,2024-08-20T22:01:47Z
http://www.wikidata.org/entity/Q832040,Roswell,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,61,http://www.wikidata.org/entity/Q336059,science fiction television program,30,,2024-05-04T19:10:42Z
http://www.wikidata.org/entity/Q722086,Mysterious Ways,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,44,http://www.wikidata.org/entity/Q336059,science fiction television program,7,,2024-04-16T11:52:45Z
http://www.wikidata.org/entity/Q705397,Pandamen,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,20,http://www.wikidata.org/entity/Q336059,science fiction television program,5,,2023-11-27T14:25:36Z
http://www.wikidata.org/entity/Q725195,Ashes to Ashes,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,24,http://www.wikidata.org/entity/Q336059,science fiction television program,19,,2024-04-30T04:42:52Z
http://www.wikidata.org/entity/Q737343,Crusade,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,13,http://www.wikidata.org/entity/Q336059,science fiction television program,21,,2024-11-12T21:59:04Z
http://www.wikidata.org/entity/Q564345,Person of Interest,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,103,http://www.wikidata.org/entity/Q336059,science fiction television program,43,,2024-10-05T09:45:58Z
http://www.wikidata.org/entity/Q589569,Misfits,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,37,http://www.wikidata.org/entity/Q336059,science fiction television program,33,,2024-11-26T23:20:10Z
http://www.wikidata.org/entity/Q592743,The Sentinel,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,65,http://www.wikidata.org/entity/Q336059,science fiction television program,12,,2024-03-26T11:47:16Z
http://www.wikidata.org/entity/Q570975,Street Hawk,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,13,http://www.wikidata.org/entity/Q336059,science fiction television program,14,,2024-04-30T05:03:37Z
http://www.wikidata.org/entity/Q670579,The Incredible Hulk,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,82,http://www.wikidata.org/entity/Q336059,science fiction television program,17,,2024-09-01T09:51:26Z
http://www.wikidata.org/entity/Q1249333,The Quatermass Experiment,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,6,http://www.wikidata.org/entity/Q336059,science fiction television program,9,,2024-03-26T11:49:28Z
http://www.wikidata.org/entity/Q1216349,Misfits of Science,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,16,http://www.wikidata.org/entity/Q336059,science fiction television program,9,,2024-07-22T18:10:20Z
http://www.wikidata.org/entity/Q1035150,Captain Scarlet and the Mysterons,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,32,http://www.wikidata.org/entity/Q336059,science fiction television program,10,,2024-06-15T08:49:36Z
http://www.wikidata.org/entity/Q940658,Earth 2,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,22,http://www.wikidata.org/entity/Q336059,science fiction television program,16,,2024-11-03T06:00:31Z
http://www.wikidata.org/entity/Q1189086,The Sparticle Mystery,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,36,http://www.wikidata.org/entity/Q336059,science fiction television program,6,,2024-04-09T13:27:59Z
http://www.wikidata.org/entity/Q1030954,The Net,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,22,http://www.wikidata.org/entity/Q336059,science fiction television program,9,,2024-11-14T09:16:33Z
http://www.wikidata.org/entity/Q922635,The Day of the Triffids,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,2,http://www.wikidata.org/entity/Q336059,science fiction television program,5,,2024-04-29T17:41:18Z
http://www.wikidata.org/entity/Q1248825,Quatermass II,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,6,http://www.wikidata.org/entity/Q336059,science fiction television program,6,,2024-03-26T11:44:09Z
http://www.wikidata.org/entity/Q1247201,Batman,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,120,http://www.wikidata.org/entity/Q336059,science fiction television program,33,,2024-11-01T19:42:22Z
http://www.wikidata.org/entity/Q1066688,No Ordinary Family,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,20,http://www.wikidata.org/entity/Q336059,science fiction television program,21,,2024-04-30T05:22:42Z
http://www.wikidata.org/entity/Q1429200,The Invisible Man,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,46,http://www.wikidata.org/entity/Q336059,science fiction television program,14,,2024-04-16T10:33:28Z
http://www.wikidata.org/entity/Q928007,Lois & Clark: The New Adventures of Superman,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,88,http://www.wikidata.org/entity/Q336059,science fiction television program,22,,2024-08-28T19:39:35Z
http://www.wikidata.org/entity/Q1090974,Megaloman,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,31,http://www.wikidata.org/entity/Q336059,science fiction television program,5,,2024-08-06T17:25:34Z
http://www.wikidata.org/entity/Q940655,UFO,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,26,http://www.wikidata.org/entity/Q336059,science fiction television program,14,,2024-11-10T09:07:10Z
http://www.wikidata.org/entity/Q1247907,My Favorite Martian,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,107,http://www.wikidata.org/entity/Q336059,science fiction television program,17,,2024-11-11T20:18:20Z
http://www.wikidata.org/entity/Q1071501,Life on Mars,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,16,http://www.wikidata.org/entity/Q336059,science fiction television program,27,,2024-09-11T13:54:57Z
http://www.wikidata.org/entity/Q1196836,The Six Million Dollar Man,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,99,http://www.wikidata.org/entity/Q336059,science fiction television program,21,,2024-11-09T18:51:19Z
http://www.wikidata.org/entity/Q1189775,Viper,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,78,http://www.wikidata.org/entity/Q336059,science fiction television program,11,,2024-05-22T00:57:58Z
http://www.wikidata.org/entity/Q960517,First Wave,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,66,http://www.wikidata.org/entity/Q336059,science fiction television program,12,,2024-04-16T11:26:02Z
http://www.wikidata.org/entity/Q1248690,Quatermass and the Pit,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,6,http://www.wikidata.org/entity/Q336059,science fiction television program,6,,2024-03-26T11:33:41Z
http://www.wikidata.org/entity/Q1424608,Code Name: Eternity,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,26,http://www.wikidata.org/entity/Q336059,science fiction television program,5,,2024-04-09T15:25:35Z
http://www.wikidata.org/entity/Q1218201,The Lone Gunmen,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,13,http://www.wikidata.org/entity/Q336059,science fiction television program,15,,2024-11-04T09:28:21Z
http://www.wikidata.org/entity/Q1400206,Alien Nation,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,23,http://www.wikidata.org/entity/Q336059,science fiction television program,8,,2024-04-16T12:01:52Z
http://www.wikidata.org/entity/Q873296,Spadla z oblakov,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,13,http://www.wikidata.org/entity/Q336059,science fiction television program,11,,2024-03-26T12:11:38Z
http://www.wikidata.org/entity/Q1304013,Thunder in Paradise,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,22,http://www.wikidata.org/entity/Q336059,science fiction television program,12,,2024-06-18T23:13:01Z
http://www.wikidata.org/entity/Q1348299,Friday the 13th: The Series,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,72,http://www.wikidata.org/entity/Q336059,science fiction television program,10,,2024-04-30T08:21:52Z
http://www.wikidata.org/entity/Q1131894,Department S,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,28,http://www.wikidata.org/entity/Q336059,science fiction television program,6,,2024-06-16T23:24:17Z
http://www.wikidata.org/entity/Q947319,The Cape,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,10,http://www.wikidata.org/entity/Q336059,science fiction television program,9,,2024-04-30T05:04:36Z
http://www.wikidata.org/entity/Q1164745,The Event,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,22,http://www.wikidata.org/entity/Q336059,science fiction television program,21,,2024-06-24T06:49:07Z
http://www.wikidata.org/entity/Q973399,Masters of Science Fiction,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,6,http://www.wikidata.org/entity/Q336059,science fiction television program,9,,2024-11-07T02:44:47Z
http://www.wikidata.org/entity/Q1247632,Land of the Giants,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,51,http://www.wikidata.org/entity/Q336059,science fiction television program,11,,2024-03-26T11:37:46Z
http://www.wikidata.org/entity/Q1320588,The Neighbors,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,44,http://www.wikidata.org/entity/Q336059,science fiction television program,11,,2024-04-30T07:05:31Z
http://www.wikidata.org/entity/Q1304696,The New Adventures of Superman,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,68,http://www.wikidata.org/entity/Q336059,science fiction television program,6,,2024-09-15T16:28:00Z
http://www.wikidata.org/entity/Q1074660,Seven Days,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,66,http://www.wikidata.org/entity/Q336059,science fiction television program,16,,2024-03-26T11:42:29Z
http://www.wikidata.org/entity/Q870490,3rd Rock from the Sun,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,139,http://www.wikidata.org/entity/Q336059,science fiction television program,35,,2024-12-08T11:58:53Z
http://www.wikidata.org/entity/Q1217770,Voyagers!,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,20,http://www.wikidata.org/entity/Q336059,science fiction television program,10,,2024-04-27T00:06:07Z
http://www.wikidata.org/entity/Q1045743,Space: 1999,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,48,http://www.wikidata.org/entity/Q336059,science fiction television program,23,,2024-10-09T12:36:36Z
http://www.wikidata.org/entity/Q1216258,The Bionic Woman,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,58,http://www.wikidata.org/entity/Q336059,science fiction television program,17,,2024-11-09T18:53:56Z
http://www.wikidata.org/entity/Q1226179,Survivors,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,38,http://www.wikidata.org/entity/Q336059,science fiction television program,8,,2024-04-16T10:24:02Z
http://www.wikidata.org/entity/Q1005412,Giant Robo,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,26,http://www.wikidata.org/entity/Q336059,science fiction television program,4,,2024-06-19T03:28:32Z
http://www.wikidata.org/entity/Q939417,Time Trax,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,44,http://www.wikidata.org/entity/Q336059,science fiction television program,13,,2024-07-11T10:32:19Z
http://www.wikidata.org/entity/Q1210824,"The Adventures of Brisco County, Jr.",Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,27,http://www.wikidata.org/entity/Q336059,science fiction television program,13,,2024-10-16T09:12:03Z
http://www.wikidata.org/entity/Q1089290,Shibuya Fifteen,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,12,http://www.wikidata.org/entity/Q336059,science fiction television program,4,,2024-08-06T17:25:30Z
http://www.wikidata.org/entity/Q1128862,Maniac Mansion,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,66,http://www.wikidata.org/entity/Q336059,science fiction television program,7,,2024-04-22T15:03:17Z
http://www.wikidata.org/entity/Q1331345,Summer in Transylvania,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,20,http://www.wikidata.org/entity/Q336059,science fiction television program,5,,2023-10-20T13:31:11Z
http://www.wikidata.org/entity/Q999370,Buck Rogers in the 25th Century,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,37,http://www.wikidata.org/entity/Q336059,science fiction television program,12,,2024-10-08T10:52:24Z
http://www.wikidata.org/entity/Q1216198,Bionic Six,Entertainment,http://www.wikidata.org/prop/direct/P1113,http://www.wikidata.org/prop/direct/P1113,65,http://www.wikidata.org/entity/Q336059,science fiction television program,8,,2024-04-16T12:58:56Z
