entity,entityLabel,category,property,propertyLabel,value,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q674,phosphorus,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,15,173,,2024-10-29T09:51:24Z
http://www.wikidata.org/entity/Q682,sulfur,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,16,187,,2024-10-29T09:51:35Z
http://www.wikidata.org/entity/Q688,chlorine,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,17,171,,2024-10-29T09:51:46Z
http://www.wikidata.org/entity/Q696,argon,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,18,166,,2024-10-29T09:38:53Z
http://www.wikidata.org/entity/Q703,potassium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,19,170,,2024-10-28T10:56:43Z
http://www.wikidata.org/entity/Q706,calcium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,20,178,,2024-11-17T03:39:45Z
http://www.wikidata.org/entity/Q713,scandium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,21,149,,2024-11-18T08:35:15Z
http://www.wikidata.org/entity/Q716,titanium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,22,161,,2024-11-18T08:34:54Z
http://www.wikidata.org/entity/Q722,vanadium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,23,154,,2024-10-29T19:00:16Z
http://www.wikidata.org/entity/Q725,chromium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,24,160,,2024-11-17T22:06:22Z
http://www.wikidata.org/entity/Q731,manganese,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,25,158,,2024-11-04T13:30:41Z
http://www.wikidata.org/entity/Q677,iron,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,26,242,,2024-11-24T12:09:33Z
http://www.wikidata.org/entity/Q740,cobalt,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,27,158,,2024-11-11T14:06:33Z
http://www.wikidata.org/entity/Q744,nickel,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,28,158,,2024-11-04T16:33:38Z
http://www.wikidata.org/entity/Q753,copper,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,29,218,,2024-11-17T03:47:01Z
http://www.wikidata.org/entity/Q758,zinc,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,30,172,,2024-11-17T03:42:07Z
http://www.wikidata.org/entity/Q861,gallium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,31,153,,2024-11-18T08:38:25Z
http://www.wikidata.org/entity/Q867,germanium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,32,147,,2024-10-30T08:04:36Z
http://www.wikidata.org/entity/Q871,arsenic,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,33,160,,2024-11-19T14:03:55Z
http://www.wikidata.org/entity/Q876,selenium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,34,152,,2024-10-29T13:28:23Z
http://www.wikidata.org/entity/Q879,bromine,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,35,153,,2024-10-29T09:54:21Z
http://www.wikidata.org/entity/Q888,krypton,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,36,156,,2024-10-29T13:25:43Z
http://www.wikidata.org/entity/Q895,rubidium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,37,148,,2024-11-18T08:39:55Z
http://www.wikidata.org/entity/Q938,strontium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,38,149,,2024-10-30T15:24:15Z
http://www.wikidata.org/entity/Q941,yttrium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,39,142,,2024-11-16T11:39:33Z
http://www.wikidata.org/entity/Q1038,zirconium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,40,142,,2024-11-19T18:59:10Z
http://www.wikidata.org/entity/Q1046,niobium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,41,146,,2024-11-18T08:39:10Z
http://www.wikidata.org/entity/Q1053,molybdenum,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,42,144,,2024-10-29T09:48:27Z
http://www.wikidata.org/entity/Q1054,technetium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,43,142,,2024-11-18T08:34:53Z
http://www.wikidata.org/entity/Q1086,ruthenium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,44,141,,2024-11-18T08:36:03Z
http://www.wikidata.org/entity/Q1087,rhodium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,45,142,,2024-11-18T08:36:55Z
http://www.wikidata.org/entity/Q1089,palladium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,46,144,,2024-10-30T15:29:56Z
http://www.wikidata.org/entity/Q1090,silver,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,47,224,,2024-11-20T23:01:04Z
http://www.wikidata.org/entity/Q1091,cadmium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,48,151,,2024-10-31T09:39:34Z
http://www.wikidata.org/entity/Q1094,indium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,49,142,,2024-11-18T08:38:28Z
http://www.wikidata.org/entity/Q1096,tin,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,50,183,,2024-11-17T03:43:14Z
http://www.wikidata.org/entity/Q1099,antimony,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,51,150,,2024-11-11T05:16:05Z
http://www.wikidata.org/entity/Q1100,tellurium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,52,143,,2024-10-30T15:22:10Z
http://www.wikidata.org/entity/Q1103,iodine,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,53,160,,2024-10-29T09:57:11Z
http://www.wikidata.org/entity/Q1106,xenon,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,54,151,,2024-10-30T15:22:43Z
http://www.wikidata.org/entity/Q1108,caesium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,55,150,,2024-11-18T08:40:11Z
http://www.wikidata.org/entity/Q1112,barium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,56,155,,2024-10-29T09:57:44Z
http://www.wikidata.org/entity/Q1801,lanthanum,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,57,140,,2024-11-21T12:12:20Z
http://www.wikidata.org/entity/Q1385,cerium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,58,135,,2024-10-29T09:58:03Z
http://www.wikidata.org/entity/Q1386,praseodymium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,59,133,,2024-10-29T09:58:11Z
http://www.wikidata.org/entity/Q1388,neodymium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,60,133,,2024-10-29T09:58:20Z
http://www.wikidata.org/entity/Q1809,promethium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,61,134,,2024-10-29T09:58:29Z
http://www.wikidata.org/entity/Q1819,samarium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,62,135,,2024-10-29T09:58:38Z
http://www.wikidata.org/entity/Q1396,europium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,63,138,,2024-10-29T09:58:47Z
http://www.wikidata.org/entity/Q1832,gadolinium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,64,133,,2024-11-19T18:55:52Z
http://www.wikidata.org/entity/Q1838,terbium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,65,130,,2024-10-29T09:59:06Z
http://www.wikidata.org/entity/Q1843,dysprosium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,66,131,,2024-11-16T11:04:39Z
http://www.wikidata.org/entity/Q1846,holmium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,67,129,,2024-10-29T09:59:26Z
http://www.wikidata.org/entity/Q1849,erbium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,68,130,,2024-10-29T09:59:35Z
http://www.wikidata.org/entity/Q1853,thulium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,69,127,,2024-10-29T09:59:44Z
http://www.wikidata.org/entity/Q1855,ytterbium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,70,130,,2024-10-29T09:59:53Z
http://www.wikidata.org/entity/Q1857,lutetium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,71,135,,2024-11-19T18:57:27Z
http://www.wikidata.org/entity/Q1119,hafnium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,72,144,,2024-11-18T08:37:55Z
http://www.wikidata.org/entity/Q1123,tantalum,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,73,143,,2024-11-18T08:38:20Z
http://www.wikidata.org/entity/Q743,tungsten,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,74,149,,2024-11-18T08:38:23Z
http://www.wikidata.org/entity/Q737,rhenium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,75,141,,2024-11-18T08:39:12Z
http://www.wikidata.org/entity/Q751,osmium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,76,146,,2024-11-18T08:38:55Z
http://www.wikidata.org/entity/Q877,iridium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,77,148,,2024-11-11T14:07:08Z
http://www.wikidata.org/entity/Q880,platinum,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,78,156,,2024-11-19T16:49:30Z
http://www.wikidata.org/entity/Q897,gold,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,79,264,,2024-11-17T03:50:28Z
http://www.wikidata.org/entity/Q925,mercury,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,80,181,,2024-11-17T22:04:48Z
http://www.wikidata.org/entity/Q932,thallium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,81,141,,2024-10-31T09:40:33Z
http://www.wikidata.org/entity/Q708,lead,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,82,186,,2024-11-17T03:44:19Z
http://www.wikidata.org/entity/Q942,bismuth,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,83,147,,2024-10-30T15:30:17Z
http://www.wikidata.org/entity/Q979,polonium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,84,146,,2024-10-29T13:33:25Z
http://www.wikidata.org/entity/Q999,astatine,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,85,143,,2024-10-30T15:30:56Z
http://www.wikidata.org/entity/Q1133,radon,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,86,153,,2024-11-01T20:35:19Z
http://www.wikidata.org/entity/Q671,francium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,87,153,,2024-10-31T09:42:24Z
http://www.wikidata.org/entity/Q1128,radium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,88,156,,2024-10-31T09:42:15Z
http://www.wikidata.org/entity/Q1121,actinium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,89,141,,2024-10-31T09:42:45Z
http://www.wikidata.org/entity/Q1115,thorium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,90,142,,2024-10-29T10:02:50Z
http://www.wikidata.org/entity/Q1109,protactinium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,91,135,,2024-11-06T02:25:07Z
http://www.wikidata.org/entity/Q1098,uranium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,92,173,,2024-11-07T10:14:19Z
http://www.wikidata.org/entity/Q1105,neptunium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,93,141,,2024-10-30T15:24:54Z
http://www.wikidata.org/entity/Q1102,plutonium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,94,149,,2024-11-01T10:48:43Z
http://www.wikidata.org/entity/Q1872,americium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,95,135,,2024-10-29T10:03:35Z
http://www.wikidata.org/entity/Q1876,curium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,96,132,,2024-10-29T10:03:45Z
http://www.wikidata.org/entity/Q1882,berkelium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,97,132,,2024-10-29T10:03:54Z
http://www.wikidata.org/entity/Q1888,californium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,98,134,,2024-11-03T09:08:37Z
http://www.wikidata.org/entity/Q1892,einsteinium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,99,135,,2024-10-29T10:04:14Z
http://www.wikidata.org/entity/Q1896,fermium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,100,132,,2024-10-29T10:04:23Z
http://www.wikidata.org/entity/Q1898,mendelevium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,101,131,,2024-10-29T10:04:32Z
http://www.wikidata.org/entity/Q1901,nobelium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,102,132,,2024-11-08T12:40:46Z
http://www.wikidata.org/entity/Q1905,lawrencium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,103,130,,2024-10-29T10:04:52Z
http://www.wikidata.org/entity/Q1226,rutherfordium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,104,137,,2024-10-29T10:05:21Z
http://www.wikidata.org/entity/Q1232,dubnium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,105,133,,2024-10-29T10:05:32Z
http://www.wikidata.org/entity/Q1234,seaborgium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,106,135,,2024-10-29T10:05:48Z
http://www.wikidata.org/entity/Q1249,bohrium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,107,132,,2024-10-29T10:05:58Z
http://www.wikidata.org/entity/Q1252,hassium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,108,135,,2024-10-29T10:06:07Z
http://www.wikidata.org/entity/Q1258,meitnerium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,109,132,,2024-10-29T10:06:17Z
http://www.wikidata.org/entity/Q1266,darmstadtium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,110,128,,2024-10-29T10:06:26Z
http://www.wikidata.org/entity/Q1272,roentgenium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,111,129,,2024-10-29T10:06:35Z
http://www.wikidata.org/entity/Q1278,copernicium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,112,127,,2024-10-29T10:06:45Z
http://www.wikidata.org/entity/Q1301,nihonium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,113,126,,2024-10-29T10:07:08Z
http://www.wikidata.org/entity/Q1302,flerovium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,114,124,,2024-10-29T10:07:18Z
http://www.wikidata.org/entity/Q1303,moscovium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,115,125,,2024-10-31T09:42:03Z
http://www.wikidata.org/entity/Q1304,livermorium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,116,124,,2024-10-29T10:07:36Z
http://www.wikidata.org/entity/Q1306,tennessine,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,117,117,,2024-10-29T10:07:46Z
http://www.wikidata.org/entity/Q1307,oganesson,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,118,128,,2024-10-29T10:08:02Z
http://www.wikidata.org/entity/Q1139,ununennium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,119,54,,2024-10-29T10:08:32Z
http://www.wikidata.org/entity/Q1146,unbinilium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,120,44,,2024-04-28T19:07:44Z
http://www.wikidata.org/entity/Q1466,unbiunium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,121,38,,2024-05-19T14:02:31Z
http://www.wikidata.org/entity/Q7425,unbibium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,122,35,,2024-05-21T14:07:31Z
http://www.wikidata.org/entity/Q428758,unbitrium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,123,28,,2024-11-22T02:00:07Z
http://www.wikidata.org/entity/Q428741,unbiquadium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,124,29,,2022-09-19T08:26:13Z
http://www.wikidata.org/entity/Q428685,unbipentium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,125,24,,2023-10-13T19:26:31Z
http://www.wikidata.org/entity/Q54377,unbihexium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,126,33,,2024-11-06T02:36:33Z
http://www.wikidata.org/entity/Q428692,unbiseptium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,127,25,,2024-08-22T01:05:42Z
http://www.wikidata.org/entity/Q428703,unbioctium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,128,19,,2023-10-13T19:27:12Z
http://www.wikidata.org/entity/Q428640,unbiennium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,129,16,,2024-08-22T01:07:43Z
http://www.wikidata.org/entity/Q428648,untrinilium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,130,16,,2024-08-22T01:08:21Z
http://www.wikidata.org/entity/Q428629,untriunium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,131,15,,2024-05-02T03:33:25Z
http://www.wikidata.org/entity/Q428635,untribium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,132,15,,2024-05-02T03:33:19Z
http://www.wikidata.org/entity/Q3552041,untritrium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,133,11,,2024-05-12T20:41:07Z
http://www.wikidata.org/entity/Q3552040,untriquadium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,134,12,,2024-05-12T20:41:26Z
http://www.wikidata.org/entity/Q3552038,untripentium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,135,11,,2024-05-19T21:44:42Z
http://www.wikidata.org/entity/Q868375,untrihexium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,136,12,,2024-05-02T03:33:08Z
http://www.wikidata.org/entity/Q1366419,untriseptium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,137,16,,2023-05-24T09:08:53Z
http://www.wikidata.org/entity/Q869681,untrioctium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,138,14,,2024-05-02T03:33:13Z
http://www.wikidata.org/entity/Q548592,untriennium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,139,12,,2024-05-02T03:32:46Z
http://www.wikidata.org/entity/Q3029913,unquadnilium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,140,10,,2024-05-02T03:32:26Z
http://www.wikidata.org/entity/Q3551935,unquadunium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,141,7,,2024-05-02T03:32:32Z
http://www.wikidata.org/entity/Q3551927,unquadbium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,142,7,,2024-05-03T17:04:30Z
http://www.wikidata.org/entity/Q3551933,unquadtrium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,143,6,,2024-05-19T21:41:13Z
http://www.wikidata.org/entity/Q3551931,unquadquadium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,144,7,,2024-05-03T18:08:16Z
http://www.wikidata.org/entity/Q3551930,unquadpentium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,145,5,,2022-12-03T00:32:32Z
http://www.wikidata.org/entity/Q3551926,unquadhexium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,146,4,,2022-12-03T00:32:42Z
http://www.wikidata.org/entity/Q3551929,unquadseptium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,147,3,,2023-12-22T15:27:12Z
http://www.wikidata.org/entity/Q3551928,unquadoctium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,148,4,,2022-12-03T00:33:03Z
http://www.wikidata.org/entity/Q2399140,unquadennium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,149,4,,2023-06-04T09:49:50Z
http://www.wikidata.org/entity/Q3551919,unpentnilium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,150,4,,2022-12-03T00:33:14Z
http://www.wikidata.org/entity/Q3551921,unpentunium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,151,4,,2023-06-19T16:32:36Z
http://www.wikidata.org/entity/Q3551918,unpentbium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,152,4,,2022-12-03T00:33:46Z
http://www.wikidata.org/entity/Q3551924,unpenttrium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,153,4,,2022-12-03T00:33:57Z
http://www.wikidata.org/entity/Q22313918,unpentquadium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,154,3,,2023-06-04T13:31:48Z
http://www.wikidata.org/entity/Q22314315,unpentpentium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,155,4,,2023-06-04T13:31:46Z
http://www.wikidata.org/entity/Q91655950,unpenthexium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,156,0,,2024-06-12T08:31:32Z
