entity,entityLabel,category,property,propertyLabel,value,unitLabel,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q1046,niobium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,92.90637,dalton,146,,2024-11-18T08:39:10Z
http://www.wikidata.org/entity/Q1053,molybdenum,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,95.95,dalton,144,,2024-10-29T09:48:27Z
http://www.wikidata.org/entity/Q1089,palladium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,106.42,dalton,144,,2024-10-30T15:29:56Z
http://www.wikidata.org/entity/Q1119,hafnium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,178.486,dalton,144,,2024-11-18T08:37:55Z
http://www.wikidata.org/entity/Q1100,tellurium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,127.6,dalton,143,,2024-10-30T15:22:10Z
http://www.wikidata.org/entity/Q1123,tantalum,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,180.94788,dalton,143,,2024-11-18T08:38:20Z
http://www.wikidata.org/entity/Q941,yttrium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,88.905838,dalton,142,,2024-11-16T11:39:33Z
http://www.wikidata.org/entity/Q1038,zirconium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,91.222,dalton,142,,2024-11-19T18:59:10Z
http://www.wikidata.org/entity/Q1038,zirconium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,91.224,dalton,142,,2024-11-19T18:59:10Z
http://www.wikidata.org/entity/Q1054,technetium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,97.907,dalton,142,,2024-11-18T08:34:53Z
http://www.wikidata.org/entity/Q1087,rhodium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,102.90549,dalton,142,,2024-11-18T08:36:55Z
http://www.wikidata.org/entity/Q1094,indium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,114.818,dalton,142,,2024-11-18T08:38:28Z
http://www.wikidata.org/entity/Q1115,thorium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,232.0377,dalton,142,,2024-10-29T10:02:50Z
http://www.wikidata.org/entity/Q737,rhenium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,186.207,dalton,141,,2024-11-18T08:39:12Z
http://www.wikidata.org/entity/Q932,thallium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,204.38,dalton,141,,2024-10-31T09:40:33Z
http://www.wikidata.org/entity/Q1086,ruthenium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,101.07,dalton,141,,2024-11-18T08:36:03Z
http://www.wikidata.org/entity/Q1121,actinium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,227.028,dalton,141,,2024-10-31T09:42:45Z
http://www.wikidata.org/entity/Q1801,lanthanum,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,138.90547,dalton,140,,2024-11-21T12:12:20Z
http://www.wikidata.org/entity/Q1396,europium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,151.964,dalton,138,,2024-10-29T09:58:47Z
http://www.wikidata.org/entity/Q1109,protactinium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,231.03588,dalton,135,,2024-11-06T02:25:07Z
http://www.wikidata.org/entity/Q1385,cerium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,140.116,dalton,135,,2024-10-29T09:58:03Z
http://www.wikidata.org/entity/Q1819,samarium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,150.36,dalton,135,,2024-10-29T09:58:38Z
http://www.wikidata.org/entity/Q1857,lutetium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,174.96669,dalton,135,,2024-11-19T18:57:27Z
http://www.wikidata.org/entity/Q1857,lutetium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,174.9668,dalton,135,,2024-11-19T18:57:27Z
http://www.wikidata.org/entity/Q1872,americium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,243,dalton,135,,2024-10-29T10:03:35Z
http://www.wikidata.org/entity/Q1386,praseodymium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,140.90766,dalton,133,,2024-10-29T09:58:11Z
http://www.wikidata.org/entity/Q1388,neodymium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,144.242,dalton,133,,2024-10-29T09:58:20Z
http://www.wikidata.org/entity/Q1832,gadolinium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,157.249,dalton,133,,2024-11-19T18:55:52Z
http://www.wikidata.org/entity/Q1832,gadolinium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,157.25,dalton,133,,2024-11-19T18:55:52Z
http://www.wikidata.org/entity/Q1876,curium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,247.07,dalton,132,,2024-10-29T10:03:45Z
http://www.wikidata.org/entity/Q1896,fermium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,257.095,dalton,132,,2024-10-29T10:04:23Z
http://www.wikidata.org/entity/Q1843,dysprosium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,162.5,dalton,131,,2024-11-16T11:04:39Z
http://www.wikidata.org/entity/Q1838,terbium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,158.925354,dalton,130,,2024-10-29T09:59:06Z
http://www.wikidata.org/entity/Q1849,erbium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,167.259,dalton,130,,2024-10-29T09:59:35Z
http://www.wikidata.org/entity/Q1855,ytterbium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,173.045,dalton,130,,2024-10-29T09:59:53Z
http://www.wikidata.org/entity/Q1846,holmium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,164.930329,dalton,129,,2024-10-29T09:59:26Z
http://www.wikidata.org/entity/Q1853,thulium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,168.934219,dalton,127,,2024-10-29T09:59:44Z
http://www.wikidata.org/entity/Q1302,flerovium,Science,http://www.wikidata.org/prop/direct/P2067,http://www.wikidata.org/prop/direct/P2067,289.191,dalton,124,,2024-10-29T10:07:18Z
