entity,entityLabel,category,property,propertyLabel,value,roundedValue,year,sitelinks,dateCreated,dateModified,entityType
http://www.wikidata.org/entity/Q672,Tuvalu,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,7412,7412,2022,241,,2024-11-24T13:49:48Z,Country
http://www.wikidata.org/entity/Q786,Dominican Republic,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,9415142,9415142,2022,265,,2024-11-26T09:37:03Z,Country
http://www.wikidata.org/entity/Q854,Sri Lanka,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,4220157,4220157,2022,297,,2024-11-23T09:10:58Z,Country
http://www.wikidata.org/entity/Q221,North Macedonia,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,1082872,1082872,2022,314,,2024-11-25T09:34:02Z,Country
http://www.wikidata.org/entity/Q347,Liechtenstein,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,5717,5717,2022,305,,2024-11-26T15:16:24Z,Country
http://www.wikidata.org/entity/Q574,East Timor,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,430207,430207,2022,279,,2024-11-23T09:14:00Z,Country
http://www.wikidata.org/entity/Q902,Bangladesh,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,52009072,52009072,2022,330,,2024-12-01T10:28:59Z,Country
http://www.wikidata.org/entity/Q252,Indonesia,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,159608946,159608946,2022,352,,2024-12-01T10:27:51Z,Country
http://www.wikidata.org/entity/Q32,Luxembourg,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,600078,600078,2022,327,,2024-12-01T10:14:23Z,Country
http://www.wikidata.org/entity/Q148,People's Republic of China,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,901991162,901991162,2020,384,,2024-11-28T03:03:39Z,Country
http://www.wikidata.org/entity/Q222,Albania,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,1772138,1772138,2022,362,,2024-12-01T10:27:38Z,Country
http://www.wikidata.org/entity/Q38,Italy,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,42234940,42234940,2022,397,,2024-12-01T10:14:31Z,Country
http://www.wikidata.org/entity/Q213,Czech Republic,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,7937601,7937601,2022,343,,2024-11-23T09:12:26Z,Country
http://www.wikidata.org/entity/Q145,United Kingdom,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,57214248,57214248,2022,374,,2024-12-01T10:27:17Z,Country
http://www.wikidata.org/entity/Q229,Cyprus,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,837383,837383,2022,314,,2024-12-01T10:27:42Z,Country
http://www.wikidata.org/entity/Q874,Turkmenistan,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,3440076,3440076,2022,290,,2024-12-01T10:28:56Z,Country
http://www.wikidata.org/entity/Q298,Chile,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,17234034,17234034,2022,370,,2024-12-01T10:27:55Z,Country
http://www.wikidata.org/entity/Q754,Trinidad and Tobago,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,816659,816659,2022,241,,2024-11-29T02:26:59Z,Country
http://www.wikidata.org/entity/Q114,Kenya,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,15669052,15669052,2022,321,,2024-12-01T10:14:48Z,Country
http://www.wikidata.org/entity/Q819,Laos,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,2830480,2830480,2022,302,,2024-11-25T03:12:25Z,Country
http://www.wikidata.org/entity/Q781,Antigua and Barbuda,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,22828,22828,2022,255,,2024-11-28T18:53:58Z,Country
http://www.wikidata.org/entity/Q686,Vanuatu,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,84351,84351,2022,252,,2024-12-02T08:04:53Z,Country
http://www.wikidata.org/entity/Q45,Portugal,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,7014163,7014163,2022,353,,2024-12-01T10:14:38Z,Country
http://www.wikidata.org/entity/Q884,South Korea,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,42019781,42019781,2021,340,,2024-11-29T18:54:05Z,Country
http://www.wikidata.org/entity/Q219,Bulgaria,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,4936942,4936942,2022,353,,2024-12-01T10:27:37Z,Country
http://www.wikidata.org/entity/Q16,Canada,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,31833457,31833457,2022,382,,2024-12-02T12:29:27Z,Country
http://www.wikidata.org/entity/Q858,Syria,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,12560283,12560283,2022,325,,2024-12-01T10:28:54Z,Country
http://www.wikidata.org/entity/Q215,Slovenia,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,1177453,1177453,2022,322,,2024-12-01T10:27:33Z,Country
http://www.wikidata.org/entity/Q334,Singapore,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,5637022,5637022,2022,319,,2024-12-01T10:27:56Z,Country
http://www.wikidata.org/entity/Q805,Yemen,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,7280000,7280000,2013,301,,2024-12-01T10:28:41Z,Country
http://www.wikidata.org/entity/Q810,Jordan,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,10363475,10363475,2022,304,,2024-12-01T10:28:42Z,Country
http://www.wikidata.org/entity/Q39,Switzerland,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,6502136,6502136,2022,370,,2024-12-01T21:10:09Z,Country
http://www.wikidata.org/entity/Q657,Chad,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,4264761,4264761,2022,300,,2024-12-01T10:28:07Z,Country
http://www.wikidata.org/entity/Q826,Maldives,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,217560,217560,2022,279,,2024-11-23T09:06:17Z,Country
http://www.wikidata.org/entity/Q79,Egypt,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,47689118,47689118,2022,371,,2024-12-01T10:14:45Z,Country
http://www.wikidata.org/entity/Q691,Papua New Guinea,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,1377571,1377571,2022,279,,2024-12-01T10:28:14Z,Country
http://www.wikidata.org/entity/Q214,Slovakia,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,2928203,2928203,2022,329,,2024-12-01T10:27:31Z,Country
http://www.wikidata.org/entity/Q760,Saint Lucia,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,34263,34263,2022,227,,2024-12-02T13:16:52Z,Country
http://www.wikidata.org/entity/Q685,Solomon Islands,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,185298,185298,2022,238,,2024-11-24T12:35:42Z,Country
http://www.wikidata.org/entity/Q414,Argentina,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,42696478,42696478,2022,359,,2024-12-01T10:28:03Z,Country
http://www.wikidata.org/entity/Q836,Myanmar,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,17213307,17213307,2022,306,,2024-12-01T10:28:49Z,Country
http://www.wikidata.org/entity/Q155,Brazil,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,188517733,188517733,2022,375,,2024-12-01T10:27:19Z,Country
http://www.wikidata.org/entity/Q159,Russia,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,108359438,108359438,2022,406,,2024-12-02T20:58:45Z,Country
http://www.wikidata.org/entity/Q258,South Africa,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,40928486,40928486,2022,350,,2024-11-25T19:21:45Z,Country
http://www.wikidata.org/entity/Q37,Lithuania,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,1938682,1938682,2022,340,,2024-12-01T10:14:30Z,Country
http://www.wikidata.org/entity/Q36,Poland,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,22142391,22142391,2022,382,,2024-12-01T10:14:28Z,Country
http://www.wikidata.org/entity/Q233,Malta,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,503893,503893,2022,314,,2024-12-01T10:27:46Z,Country
http://www.wikidata.org/entity/Q29,Spain,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,38845702,38845702,2022,381,,2024-12-01T10:14:18Z,Country
http://www.wikidata.org/entity/Q262,Algeria,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,33575039,33575039,2022,341,,2024-12-01T10:27:52Z,Country
http://www.wikidata.org/entity/Q96,Mexico,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,103660854,103660854,2022,391,,2024-12-01T10:14:47Z,Country
http://www.wikidata.org/entity/Q20,Norway,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,4565651,4565651,2022,379,,2024-12-01T10:14:13Z,Country
http://www.wikidata.org/entity/Q878,United Arab Emirates,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,8265048,8265048,2022,302,,2024-11-26T14:25:24Z,Country
http://www.wikidata.org/entity/Q863,Tajikistan,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,2783595,2783595,2022,298,,2024-12-01T10:28:55Z,Country
http://www.wikidata.org/entity/Q757,Saint Vincent and the Grenadines,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,56002,56002,2022,229,,2024-12-02T13:17:54Z,Country
http://www.wikidata.org/entity/Q35,Denmark,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,5216337,5216337,2022,358,,2024-12-02T00:21:48Z,Country
http://www.wikidata.org/entity/Q668,India,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,469340000,469340000,2021,387,,2024-12-01T10:28:11Z,Country
http://www.wikidata.org/entity/Q766,Jamaica,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,1611831,1611831,2022,273,,2024-11-26T10:01:28Z,Country
http://www.wikidata.org/entity/Q801,Israel,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,8865824,8865824,2022,365,,2024-12-02T07:30:34Z,Country
http://www.wikidata.org/entity/Q41,Greece,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,8378759,8378759,2022,362,,2024-12-01T10:14:35Z,Country
http://www.wikidata.org/entity/Q211,Latvia,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,1288129,1288129,2022,325,,2024-12-01T10:27:28Z,Country
http://www.wikidata.org/entity/Q398,Bahrain,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,1321226,1321226,2022,292,,2024-11-23T08:58:57Z,Country
http://www.wikidata.org/entity/Q236,Montenegro,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,420717,420717,2022,312,,2024-12-01T10:27:48Z,Country
http://www.wikidata.org/entity/Q225,Bosnia and Herzegovina,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,1611622,1611622,2022,327,,2024-12-01T10:27:41Z,Country
http://www.wikidata.org/entity/Q778,The Bahamas,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,342304,342304,2022,267,,2024-11-23T08:58:53Z,Country
http://www.wikidata.org/entity/Q750,Bolivia,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,8658337,8658337,2022,301,,2024-11-22T23:38:15Z,Country
http://www.wikidata.org/entity/Q912,Mali,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,10265849,10265849,2022,300,,2024-12-01T10:29:00Z,Country
http://www.wikidata.org/entity/Q423,North Korea,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,16401834,16401834,2022,324,,2024-11-29T21:06:27Z,Country
http://www.wikidata.org/entity/Q717,Venezuela,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,25012473,25012473,2022,332,,2024-12-01T10:28:17Z,Country
http://www.wikidata.org/entity/Q218,Romania,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,10378525,10378525,2022,335,,2024-12-01T10:27:35Z,Country
http://www.wikidata.org/entity/Q117,Ghana,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,19621881,19621881,2022,312,,2024-12-02T16:20:05Z,Country
http://www.wikidata.org/entity/Q917,Bhutan,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,311994,311994,2022,291,,2024-12-01T10:29:03Z,Country
http://www.wikidata.org/entity/Q227,Azerbaijan,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,5798042,5798042,2022,353,,2024-11-28T13:31:17Z,Country
http://www.wikidata.org/entity/Q783,Honduras,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,6217985,6217985,2022,287,,2024-12-03T04:42:45Z,Country
http://www.wikidata.org/entity/Q27,Ireland,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,3290772,3290772,2022,310,,2024-12-01T16:51:13Z,Country
http://www.wikidata.org/entity/Q265,Uzbekistan,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,17990170,17990170,2022,299,,2024-12-01T21:00:03Z,Country
http://www.wikidata.org/entity/Q30,United States of America,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,276895219,276895219,2022,410,,2024-12-01T10:14:19Z,Country
http://www.wikidata.org/entity/Q33,Finland,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,4760527,4760527,2022,391,,2024-12-01T10:14:25Z,Country
http://www.wikidata.org/entity/Q55,Netherlands,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,16441734,16441734,2022,358,,2024-11-29T01:14:37Z,Country
http://www.wikidata.org/entity/Q683,Samoa,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,39175,39175,2022,248,,2024-11-23T09:10:05Z,Country
http://www.wikidata.org/entity/Q224,Croatia,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,2244716,2244716,2022,341,,2024-12-01T10:27:40Z,Country
http://www.wikidata.org/entity/Q813,Kyrgyzstan,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,2612867,2612867,2022,305,,2024-12-01T10:28:45Z,Country
http://www.wikidata.org/entity/Q736,Ecuador,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,11623246,11623246,2022,304,,2024-12-01T10:28:22Z,Country
http://www.wikidata.org/entity/Q837,Nepal,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,6552761,6552761,2022,314,,2024-12-01T10:28:50Z,Country
http://www.wikidata.org/entity/Q739,Colombia,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,42562637,42562637,2022,356,,2024-12-01T10:28:23Z,Country
http://www.wikidata.org/entity/Q846,Qatar,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,2676741,2676741,2022,280,,2024-12-01T10:28:53Z,Country
http://www.wikidata.org/entity/Q916,Angola,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,24229338,24229338,2022,307,,2024-12-01T10:29:02Z,Country
http://www.wikidata.org/entity/Q1028,Morocco,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,24196351,24196351,2022,318,,2024-12-01T10:29:28Z,Country
http://www.wikidata.org/entity/Q1008,Ivory Coast,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,14829623,14829623,2022,299,,2024-11-25T04:32:11Z,Country
http://www.wikidata.org/entity/Q1049,Sudan,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,16854089,16854089,2022,319,,2024-12-01T10:29:38Z,Country
http://www.wikidata.org/entity/Q948,Tunisia,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,8675724,8675724,2022,312,,2024-12-02T03:52:37Z,Country
http://www.wikidata.org/entity/Q1016,Libya,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,5538569,5538569,2022,323,,2024-12-01T10:29:23Z,Country
http://www.wikidata.org/entity/Q958,South Sudan,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,2274958,2274958,2022,267,,2024-11-25T19:21:58Z,Country
