entity,entityLabel,category,property,propertyLabel,value,pointInTime,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q27,Ireland,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,81.60732,2016-01-01T00:00:00Z,310,,2024-11-26T07:20:23Z
http://www.wikidata.org/entity/Q826,Maldives,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,77.339,2016-01-01T00:00:00Z,279,,2024-11-23T09:06:17Z
http://www.wikidata.org/entity/Q833,Malaysia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,75.3,2016-01-01T00:00:00Z,328,,2024-11-23T09:06:13Z
http://www.wikidata.org/entity/Q148,People's Republic of China,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,76.252,2016-01-01T00:00:00Z,384,,2024-11-24T16:28:08Z
http://www.wikidata.org/entity/Q159,Russia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,71.59293,2016-01-01T00:00:00Z,406,,2024-11-24T11:46:21Z
http://www.wikidata.org/entity/Q184,Belarus,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,73.82683,2016-01-01T00:00:00Z,347,,2024-11-23T08:59:10Z
http://www.wikidata.org/entity/Q34,Sweden,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.20488,2016-01-01T00:00:00Z,356,,2024-11-23T09:11:27Z
http://www.wikidata.org/entity/Q35,Denmark,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,80.70488,2016-01-01T00:00:00Z,358,,2024-11-27T11:18:24Z
http://www.wikidata.org/entity/Q36,Poland,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,77.45122,2016-01-01T00:00:00Z,382,,2024-11-23T09:09:07Z
http://www.wikidata.org/entity/Q37,Lithuania,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,74.32195,2016-01-01T00:00:00Z,340,,2024-11-23T09:05:53Z
http://www.wikidata.org/entity/Q878,United Arab Emirates,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,77.256,2016-01-01T00:00:00Z,302,,2024-11-26T14:25:24Z
http://www.wikidata.org/entity/Q881,Vietnam,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,76.253,2016-01-01T00:00:00Z,355,,2024-11-25T14:06:55Z
http://www.wikidata.org/entity/Q884,South Korea,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.02439,2016-01-01T00:00:00Z,339,,2024-11-26T11:07:54Z
http://www.wikidata.org/entity/Q889,Afghanistan,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,63.673,2016-01-01T00:00:00Z,349,,2024-11-25T23:41:54Z
http://www.wikidata.org/entity/Q912,Mali,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,57.966,2016-01-01T00:00:00Z,300,,2024-11-23T09:06:21Z
http://www.wikidata.org/entity/Q916,Angola,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,61.547,2016-01-01T00:00:00Z,307,,2024-11-23T08:58:13Z
http://www.wikidata.org/entity/Q921,Brunei,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,77.203,2016-01-01T00:00:00Z,284,,2024-11-25T23:49:39Z
http://www.wikidata.org/entity/Q334,Singapore,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.79512,2016-01-01T00:00:00Z,319,,2024-11-23T09:10:35Z
http://www.wikidata.org/entity/Q347,Liechtenstein,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.6561,2016-01-01T00:00:00Z,305,,2024-11-26T15:16:24Z
http://www.wikidata.org/entity/Q398,Bahrain,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,76.9,2016-01-01T00:00:00Z,292,,2024-11-23T08:58:57Z
http://www.wikidata.org/entity/Q399,Armenia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,74.618,2016-01-01T00:00:00Z,339,,2024-11-23T08:58:33Z
http://www.wikidata.org/entity/Q1011,Cape Verde,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,72.798,2016-01-01T00:00:00Z,278,,2024-11-23T12:27:46Z
http://www.wikidata.org/entity/Q1013,Lesotho,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,54.174,2016-01-01T00:00:00Z,271,,2024-11-23T09:05:34Z
http://www.wikidata.org/entity/Q1014,Liberia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,62.505,2016-01-01T00:00:00Z,280,,2024-11-23T09:05:42Z
http://www.wikidata.org/entity/Q1016,Libya,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,71.934,2016-01-01T00:00:00Z,323,,2024-11-23T09:05:46Z
http://www.wikidata.org/entity/Q1019,Madagascar,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,65.932,2016-01-01T00:00:00Z,303,,2024-11-23T09:06:05Z
http://www.wikidata.org/entity/Q38,Italy,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.5439,2016-01-01T00:00:00Z,397,,2024-11-23T09:04:06Z
http://www.wikidata.org/entity/Q39,Switzerland,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.89756,2016-01-01T00:00:00Z,370,,2024-11-23T09:11:22Z
http://www.wikidata.org/entity/Q43,Turkey,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,75.755,2016-01-01T00:00:00Z,411,,2024-11-25T01:41:56Z
http://www.wikidata.org/entity/Q258,South Africa,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,62.774,2016-01-01T00:00:00Z,350,,2024-11-25T19:21:45Z
http://www.wikidata.org/entity/Q262,Algeria,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,76.078,2016-01-01T00:00:00Z,341,,2024-11-23T08:57:56Z
http://www.wikidata.org/entity/Q265,Uzbekistan,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,71.314,2016-01-01T00:00:00Z,299,,2024-11-24T12:16:12Z
http://www.wikidata.org/entity/Q298,Chile,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,79.522,2016-01-01T00:00:00Z,370,,2024-11-23T09:00:28Z
http://www.wikidata.org/entity/Q189,Iceland,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.46829,2016-01-01T00:00:00Z,341,,2024-11-23T09:04:01Z
http://www.wikidata.org/entity/Q191,Estonia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,77.73659,2016-01-01T00:00:00Z,345,,2024-11-23T09:01:43Z
http://www.wikidata.org/entity/Q211,Latvia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,74.52927,2016-01-01T00:00:00Z,325,,2024-11-23T09:05:30Z
http://www.wikidata.org/entity/Q842,Oman,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,77.029,2016-01-01T00:00:00Z,285,,2024-11-23T09:08:24Z
http://www.wikidata.org/entity/Q846,Qatar,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,78.184,2016-01-01T00:00:00Z,280,,2024-11-25T08:02:47Z
http://www.wikidata.org/entity/Q851,Saudi Arabia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,74.561,2016-01-01T00:00:00Z,334,,2024-11-23T09:10:16Z
http://www.wikidata.org/entity/Q924,Tanzania,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,65.675,2016-01-01T00:00:00Z,305,,2024-11-23T09:12:00Z
http://www.wikidata.org/entity/Q929,Central African Republic,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,52.171,2016-01-01T00:00:00Z,287,,2024-11-23T09:01:13Z
http://www.wikidata.org/entity/Q945,Togo,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,60.232,2016-01-01T00:00:00Z,286,,2024-11-23T09:12:08Z
http://www.wikidata.org/entity/Q948,Tunisia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,75.731,2016-01-01T00:00:00Z,312,,2024-11-23T15:30:08Z
http://www.wikidata.org/entity/Q953,Zambia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,61.874,2016-01-01T00:00:00Z,293,,2024-11-23T09:13:52Z
http://www.wikidata.org/entity/Q736,Ecuador,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,76.327,2016-01-01T00:00:00Z,304,,2024-11-25T23:58:27Z
http://www.wikidata.org/entity/Q739,Colombia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,74.381,2016-01-01T00:00:00Z,356,,2024-11-23T00:29:25Z
http://www.wikidata.org/entity/Q750,Bolivia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,69.125,2016-01-01T00:00:00Z,301,,2024-11-22T23:38:15Z
http://www.wikidata.org/entity/Q754,Trinidad and Tobago,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,70.673,2016-01-01T00:00:00Z,241,,2024-11-23T09:12:18Z
http://www.wikidata.org/entity/Q757,Saint Vincent and the Grenadines,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,73.179,2016-01-01T00:00:00Z,229,,2024-11-23T09:09:58Z
http://www.wikidata.org/entity/Q760,Saint Lucia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,75.496,2016-01-01T00:00:00Z,227,,2024-11-23T09:09:52Z
http://www.wikidata.org/entity/Q766,Jamaica,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,75.97,2016-01-01T00:00:00Z,273,,2024-11-26T10:01:28Z
http://www.wikidata.org/entity/Q769,Grenada,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,73.659,2016-01-01T00:00:00Z,242,,2024-11-23T09:02:45Z
http://www.wikidata.org/entity/Q774,Guatemala,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,73.409,2016-01-01T00:00:00Z,275,,2024-11-23T09:02:57Z
http://www.wikidata.org/entity/Q1020,Malawi,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,63.223,2016-01-01T00:00:00Z,285,,2024-11-25T17:14:28Z
http://www.wikidata.org/entity/Q1025,Mauritania,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,63.238,2016-01-01T00:00:00Z,293,,2024-11-23T09:06:41Z
http://www.wikidata.org/entity/Q1027,Mauritius,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,74.39488,2016-01-01T00:00:00Z,273,,2024-11-23T09:06:44Z
http://www.wikidata.org/entity/Q1028,Morocco,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,75.821,2016-01-01T00:00:00Z,318,,2024-11-26T23:44:45Z
http://www.wikidata.org/entity/Q1029,Mozambique,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,58.311,2016-01-01T00:00:00Z,293,,2024-11-26T00:46:11Z
http://www.wikidata.org/entity/Q1030,Namibia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,64.388,2016-01-01T00:00:00Z,304,,2024-11-23T09:07:20Z
http://www.wikidata.org/entity/Q45,Portugal,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,81.12683,2016-01-01T00:00:00Z,353,,2024-11-23T09:09:11Z
http://www.wikidata.org/entity/Q55,Netherlands,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,81.50976,2016-01-01T00:00:00Z,358,,2024-11-26T09:01:34Z
http://www.wikidata.org/entity/Q77,Uruguay,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,77.493,2016-01-01T00:00:00Z,309,,2024-11-25T18:31:47Z
http://www.wikidata.org/entity/Q79,Egypt,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,71.484,2016-01-01T00:00:00Z,371,,2024-11-27T11:38:57Z
http://www.wikidata.org/entity/Q96,Mexico,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,77.118,2016-01-01T00:00:00Z,391,,2024-11-22T21:48:24Z
http://www.wikidata.org/entity/Q792,El Salvador,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,73.512,2016-01-01T00:00:00Z,276,,2024-11-23T09:01:32Z
http://www.wikidata.org/entity/Q794,Iran,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,75.953,2016-01-01T00:00:00Z,362,,2024-11-24T12:33:06Z
http://www.wikidata.org/entity/Q214,Slovakia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,76.56341,2016-01-01T00:00:00Z,329,,2024-11-23T09:10:42Z
http://www.wikidata.org/entity/Q215,Slovenia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,80.77561,2016-01-01T00:00:00Z,323,,2024-11-27T16:51:15Z
http://www.wikidata.org/entity/Q221,North Macedonia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,75.703,2016-01-01T00:00:00Z,314,,2024-11-25T09:34:02Z
http://www.wikidata.org/entity/Q778,The Bahamas,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,75.675,2016-01-01T00:00:00Z,267,,2024-11-23T08:58:53Z
http://www.wikidata.org/entity/Q781,Antigua and Barbuda,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,76.364,2016-01-01T00:00:00Z,255,,2024-11-26T04:04:27Z
http://www.wikidata.org/entity/Q783,Honduras,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,73.575,2016-01-01T00:00:00Z,287,,2024-11-26T17:23:04Z
http://www.wikidata.org/entity/Q786,Dominican Republic,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,73.861,2016-01-01T00:00:00Z,265,,2024-11-26T09:37:03Z
http://www.wikidata.org/entity/Q408,Australia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.5,2016-01-01T00:00:00Z,380,,2024-11-27T16:10:39Z
http://www.wikidata.org/entity/Q414,Argentina,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,76.577,2016-01-01T00:00:00Z,359,,2024-11-23T08:58:28Z
http://www.wikidata.org/entity/Q423,North Korea,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,71.685,2016-01-01T00:00:00Z,324,,2024-11-25T02:28:57Z
http://www.wikidata.org/entity/Q424,Cambodia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,68.981,2016-01-01T00:00:00Z,313,,2024-11-26T00:23:47Z
http://www.wikidata.org/entity/Q574,East Timor,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,68.881,2016-01-01T00:00:00Z,279,,2024-11-23T09:14:00Z
http://www.wikidata.org/entity/Q858,Syria,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,70.31,2016-01-01T00:00:00Z,325,,2024-11-24T12:29:09Z
http://www.wikidata.org/entity/Q863,Tajikistan,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,71.051,2016-01-01T00:00:00Z,298,,2024-11-23T09:11:49Z
http://www.wikidata.org/entity/Q874,Turkmenistan,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,67.835,2016-01-01T00:00:00Z,290,,2024-11-24T11:31:14Z
http://www.wikidata.org/entity/Q1032,Niger,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,60.058,2016-01-01T00:00:00Z,290,,2024-11-23T09:07:45Z
http://www.wikidata.org/entity/Q1033,Nigeria,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,53.428,2016-01-01T00:00:00Z,326,,2024-11-23T09:07:50Z
http://www.wikidata.org/entity/Q1036,Uganda,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,59.889,2016-01-01T00:00:00Z,299,,2024-11-23T09:13:01Z
http://www.wikidata.org/entity/Q1037,Rwanda,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,67.129,2016-01-01T00:00:00Z,284,,2024-11-24T10:20:19Z
http://www.wikidata.org/entity/Q1039,São Tomé and Príncipe,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,66.624,2016-01-01T00:00:00Z,258,,2024-11-23T09:10:12Z
http://www.wikidata.org/entity/Q1041,Senegal,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,67.146,2016-01-01T00:00:00Z,291,,2024-11-23T09:10:20Z
http://www.wikidata.org/entity/Q954,Zimbabwe,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,61.163,2016-01-01T00:00:00Z,304,,2024-11-23T09:13:56Z
http://www.wikidata.org/entity/Q958,South Sudan,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,56.811,2016-01-01T00:00:00Z,267,,2024-11-25T19:21:58Z
http://www.wikidata.org/entity/Q962,Benin,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,60.907,2016-01-01T00:00:00Z,296,,2024-11-23T08:59:24Z
http://www.wikidata.org/entity/Q963,Botswana,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,66.797,2016-01-01T00:00:00Z,299,,2024-11-23T08:59:38Z
http://www.wikidata.org/entity/Q965,Burkina Faso,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,60.361,2016-01-01T00:00:00Z,294,,2024-11-23T09:00:02Z
http://www.wikidata.org/entity/Q967,Burundi,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,57.481,2016-01-01T00:00:00Z,287,,2024-11-25T06:11:35Z
http://www.wikidata.org/entity/Q114,Kenya,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,67.032,2016-01-01T00:00:00Z,321,,2024-11-23T09:04:49Z
http://www.wikidata.org/entity/Q115,Ethiopia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,65.475,2016-01-01T00:00:00Z,329,,2024-11-23T09:01:51Z
http://www.wikidata.org/entity/Q117,Ghana,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,62.742,2016-01-01T00:00:00Z,312,,2024-11-26T00:06:13Z
http://www.wikidata.org/entity/Q142,France,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.27317,2016-01-01T00:00:00Z,393,,2024-11-26T09:18:47Z
