entity,entityLabel,category,property,propertyLabel,year,artist,artistLabel,authorString,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q552300,"Baa, Baa, Black Sheep",Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1744,http://www.wikidata.org/.well-known/genid/2d8b3c8353c8d8ec3b12751b57c8ed1e,http://www.wikidata.org/.well-known/genid/2d8b3c8353c8d8ec3b12751b57c8ed1e,,20,,2024-05-08T18:33:16Z
http://www.wikidata.org/entity/Q2904447,Birds of South Asia. The Ripley Guide,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2005,http://www.wikidata.org/entity/Q436696,Pamela C. Rasmussen,,3,,2024-01-27T04:38:34Z
http://www.wikidata.org/entity/Q3257251,Q3257251,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1268,http://www.wikidata.org/entity/Q289381,Étienne Boileau,,3,,2023-07-22T04:31:00Z
http://www.wikidata.org/entity/Q430382,Q430382,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1790,http://www.wikidata.org/entity/Q1020553,Miklós Küzmics,,2,,2024-10-31T21:31:54Z
http://www.wikidata.org/entity/Q4262327,Tuhfat al-Nafis,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1866,http://www.wikidata.org/entity/Q7285389,Raja Ali Haji,,6,,2024-06-04T00:58:44Z
http://www.wikidata.org/entity/Q2617321,The Hebrew Goddess,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1967,http://www.wikidata.org/entity/Q788197,Raphael Patai,,7,,2022-12-19T04:44:52Z
http://www.wikidata.org/entity/Q2305297,Q2305297,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2003,,,,2,,2022-10-02T21:11:16Z
http://www.wikidata.org/entity/Q4215666,Balhaego,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1784,,,,4,,2024-11-02T23:12:46Z
http://www.wikidata.org/entity/Q3854385,Memory of Fire: 1. Genesis,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1982,http://www.wikidata.org/entity/Q44575,Eduardo Galeano,,2,,2021-12-28T22:32:57Z
http://www.wikidata.org/entity/Q2292040,The Skeptic's Dictionary,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2003,http://www.wikidata.org/entity/Q73356,Robert Todd Carroll,,14,,2024-03-22T02:02:08Z
http://www.wikidata.org/entity/Q3382024,Physiology of taste,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1825,http://www.wikidata.org/entity/Q313027,Jean Anthelme Brillat-Savarin,,4,,2024-06-05T12:57:19Z
http://www.wikidata.org/entity/Q493858,"Lions' Commentary on UNIX 6th Edition, with Source Code",Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1976,http://www.wikidata.org/entity/Q384312,John Lions,,7,,2024-01-27T02:15:54Z
http://www.wikidata.org/entity/Q1943729,Systema Mycologicum,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1900,http://www.wikidata.org/entity/Q15405,Elias Magnus Fries,,7,,2023-10-08T00:04:31Z
http://www.wikidata.org/entity/Q3204143,The North American Indian,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1950,http://www.wikidata.org/entity/Q433128,Edward S. Curtis,,3,,2024-04-04T20:35:16Z
http://www.wikidata.org/entity/Q3513478,Tableau politique de la France de l’Ouest sous la Troisième République,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1913,http://www.wikidata.org/entity/Q326584,André Siegfried,,2,,2023-01-07T01:31:02Z
http://www.wikidata.org/entity/Q4004277,The Machine Gunners,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1975,http://www.wikidata.org/entity/Q359498,Robert Westall,,2,,2022-09-13T11:30:18Z
http://www.wikidata.org/entity/Q126179,Zhongguo renming dacidian,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1921,http://www.wikidata.org/entity/Q76780091,Zang Lihe,,3,,2024-10-02T14:02:53Z
http://www.wikidata.org/entity/Q3211262,Dark Night of the Soul,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1584,http://www.wikidata.org/entity/Q190388,John of the Cross,,2,,2023-09-10T22:20:59Z
http://www.wikidata.org/entity/Q4332967,Octoechos,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1491,,,,3,,2022-06-09T06:58:16Z
http://www.wikidata.org/entity/Q2014608,Q2014608,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1584,,,,2,,2024-10-07T03:27:42Z
http://www.wikidata.org/entity/Q1188548,History of Northern Dynasties,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,659,http://www.wikidata.org/entity/Q10788073,Li Yanshou,,20,,2024-09-24T07:15:28Z
http://www.wikidata.org/entity/Q1345790,Reise in das innere Nord-America in den Jahren 1832 bis 1834,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1839,http://www.wikidata.org/entity/Q61282,Prince Maximilian of Wied-Neuwied,,3,,2023-03-09T17:15:27Z
http://www.wikidata.org/entity/Q1345790,Reise in das innere Nord-America in den Jahren 1832 bis 1834,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1841,http://www.wikidata.org/entity/Q61282,Prince Maximilian of Wied-Neuwied,,3,,2023-03-09T17:15:27Z
http://www.wikidata.org/entity/Q1982542,The New England Primer,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1688,http://www.wikidata.org/entity/Q4888774,Benjamin Harris,,4,,2023-10-08T00:36:34Z
http://www.wikidata.org/entity/Q4449360,Tawarikh-i Guzideye Nusrat Nameh,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1505,http://www.wikidata.org/.well-known/genid/2ca5dee8f86dfc649cfc2ed34701e918,http://www.wikidata.org/.well-known/genid/2ca5dee8f86dfc649cfc2ed34701e918,,4,,2022-12-12T15:35:17Z
http://www.wikidata.org/entity/Q82953,Combat Fleets of the World,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1897,http://www.wikidata.org/entity/Q5387730,Eric Wertheim,,3,,2023-01-23T09:42:15Z
http://www.wikidata.org/entity/Q4272875,Bucharest Bible,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1688,,,,11,,2024-08-01T03:31:09Z
http://www.wikidata.org/entity/Q643996,Industrial Culture Handbook,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1983,,,,2,,2022-04-11T20:22:54Z
http://www.wikidata.org/entity/Q4251378,Christus Victor,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1930,http://www.wikidata.org/entity/Q669711,Gustaf Aulén,,5,,2023-12-17T17:25:14Z
http://www.wikidata.org/entity/Q3231267,Les Caquets de l'accouchée,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1622,http://www.wikidata.org/.well-known/genid/55ddceccc9eef7159a08a5836c17055d,http://www.wikidata.org/.well-known/genid/55ddceccc9eef7159a08a5836c17055d,,2,,2022-07-30T16:39:07Z
http://www.wikidata.org/entity/Q3929321,Ragazza Emancipata,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1990,,,,2,,2024-06-21T21:30:12Z
http://www.wikidata.org/entity/Q6723609,The Black Book,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1947,http://www.wikidata.org/entity/Q6357795,Matatias Carp,,2,,2024-10-29T03:09:52Z
http://www.wikidata.org/entity/Q7448173,Self-portrait in a Convex Mirror,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1975,http://www.wikidata.org/entity/Q29418,John Ashbery,,2,,2023-12-23T20:55:50Z
http://www.wikidata.org/entity/Q5888052,Home,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2009,http://www.wikidata.org/entity/Q4808348,Assaf Inbari,,3,,2023-11-29T14:46:55Z
http://www.wikidata.org/entity/Q5908279,Ḥuqūq bigīrān-i Ingilīs dar Īrān,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1968,http://www.wikidata.org/entity/Q5953887,Esmail Raeen,,2,,2023-03-08T21:26:48Z
http://www.wikidata.org/entity/Q6949209,Mythologia Fennica,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1789,http://www.wikidata.org/entity/Q1338208,Cristfried Ganander,,3,,2023-11-30T11:21:32Z
http://www.wikidata.org/entity/Q5932172,The Course of Wisdom in Europe,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1931,http://www.wikidata.org/entity/Q181451,Mohammad Ali Foroughi,,2,,2022-11-27T06:46:53Z
http://www.wikidata.org/entity/Q5932172,The Course of Wisdom in Europe,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1939,http://www.wikidata.org/entity/Q181451,Mohammad Ali Foroughi,,2,,2022-11-27T06:46:53Z
http://www.wikidata.org/entity/Q5932172,The Course of Wisdom in Europe,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1941,http://www.wikidata.org/entity/Q181451,Mohammad Ali Foroughi,,2,,2022-11-27T06:46:53Z
http://www.wikidata.org/entity/Q6777339,Dongui Suse Bowon,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1894,http://www.wikidata.org/entity/Q6780963,Yi Je-ma,,2,,2023-02-05T19:10:40Z
http://www.wikidata.org/entity/Q5949356,"Biography of Iran's Political Figures in 12th, 13th and 14th Hijri Centuries",Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1968,http://www.wikidata.org/entity/Q5959132,Mehdi Bamdad,,3,,2023-02-09T22:00:28Z
http://www.wikidata.org/entity/Q5647329,Handbook of the Birds of India and Pakistan,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1983,http://www.wikidata.org/entity/Q2904990,Salim Ali,,2,,2023-10-30T17:51:03Z
http://www.wikidata.org/entity/Q5736930,Here,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2014,http://www.wikidata.org/entity/Q18694173,Richard McGuire,,4,,2024-07-15T05:50:01Z
http://www.wikidata.org/entity/Q7638682,Sun and Shadow,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1999,http://www.wikidata.org/entity/Q270879,Åke Edwardson,,2,,2022-11-27T00:29:59Z
http://www.wikidata.org/entity/Q6946365,My Self Scumbag,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2007,http://www.wikidata.org/entity/Q47115549,Kimung,,2,,2023-03-27T15:36:58Z
http://www.wikidata.org/entity/Q5519433,Galvez - The Emperor of Acre,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1976,http://www.wikidata.org/entity/Q3754429,Márcio Souza,,2,,2022-06-20T03:33:40Z
http://www.wikidata.org/entity/Q7280925,Radio Navigational Aids,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1973,,,,2,,2024-09-13T23:21:45Z
http://www.wikidata.org/entity/Q6296473,Journey to the Ants,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1994,http://www.wikidata.org/entity/Q211029,Edward O. Wilson,,2,,2024-07-01T01:30:07Z
http://www.wikidata.org/entity/Q7733784,The Fifty-Nine Icosahedra,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1938,http://www.wikidata.org/entity/Q129916,Harold Scott MacDonald Coxeter,,6,,2024-04-16T05:17:36Z
http://www.wikidata.org/entity/Q7733784,The Fifty-Nine Icosahedra,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1938,http://www.wikidata.org/entity/Q1698330,Patrick du Val,,6,,2024-04-16T05:17:36Z
http://www.wikidata.org/entity/Q9380292,Children's island,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1976,http://www.wikidata.org/entity/Q1384133,P. C. Jersild,,2,,2023-05-23T23:29:44Z
http://www.wikidata.org/entity/Q5943871,asrār-i ḫāna-i sedān,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1972,http://www.wikidata.org/entity/Q5953887,Esmail Raeen,,2,,2024-10-10T14:41:20Z
http://www.wikidata.org/entity/Q6392960,A Pronouncing Dictionary of American English,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1949,,,,2,,2024-08-26T16:14:14Z
http://www.wikidata.org/entity/Q6728361,Madonna,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2001,http://www.wikidata.org/entity/Q357470,Andrew Morton,,2,,2023-02-05T09:36:47Z
http://www.wikidata.org/entity/Q5940231,Farāmūš-ḵāna wa Ferāmāsonerī dar Īrān,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1970,http://www.wikidata.org/entity/Q5953887,Esmail Raeen,,2,,2023-08-06T21:25:31Z
http://www.wikidata.org/entity/Q5699655,The Calculators' Key to Arithmetic,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1400,http://www.wikidata.org/entity/Q115466,Jamshīd al-Kāshī,,3,,2024-10-11T11:34:55Z
http://www.wikidata.org/entity/Q5862965,Flore d'Oware,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1807,http://www.wikidata.org/entity/Q458941,Palisot de Beauvois,,3,,2023-03-09T16:27:29Z
http://www.wikidata.org/entity/Q5962692,Q5962692,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1679,http://www.wikidata.org/entity/Q7852802,Tunakabuni,,2,,2024-06-03T13:07:32Z
http://www.wikidata.org/entity/Q8776471,Enumeration des Bromeliacees Recoltees,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1888,http://www.wikidata.org/entity/Q274317,Édouard André,,3,,2022-11-27T03:49:12Z
http://www.wikidata.org/entity/Q6079449,Q6079449,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1966,,,,4,,2024-11-28T12:05:11Z
http://www.wikidata.org/entity/Q6508255,Leabhar Cloinne Aodha Buidhe,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1680,,,,2,,2022-07-08T20:35:09Z
http://www.wikidata.org/entity/Q5974796,Libertad bajo palabra,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1960,http://www.wikidata.org/entity/Q46739,Octavio Paz,,2,,2022-11-27T07:16:28Z
http://www.wikidata.org/entity/Q5900437,Q5900437,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1989,http://www.wikidata.org/entity/Q8201210,Antonio Escohotado,,2,,2022-04-13T23:45:19Z
http://www.wikidata.org/entity/Q5656264,Q5656264,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1977,,,,3,,2021-02-26T21:12:11Z
http://www.wikidata.org/entity/Q7993977,Whispers: The Voices of Paranoia,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1994,http://www.wikidata.org/entity/Q7365007,Ronald K. Siegel,,2,,2023-10-17T12:26:06Z
http://www.wikidata.org/entity/Q9001960,Handbook of the Bromeliaceae,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1889,http://www.wikidata.org/entity/Q730330,John Gilbert Baker,,3,,2021-02-27T22:20:38Z
http://www.wikidata.org/entity/Q7739783,The History of England,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1762,http://www.wikidata.org/entity/Q37160,David Hume,,5,,2023-10-09T03:36:52Z
http://www.wikidata.org/entity/Q5505393,From Darwin to Hitler,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2004,http://www.wikidata.org/entity/Q6793593,Richard Weikart,,3,,2022-11-27T05:34:43Z
http://www.wikidata.org/entity/Q7775573,The Woman with the Whip,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1952,,,,2,,2024-10-11T17:32:11Z
http://www.wikidata.org/entity/Q7747165,The Life and Times of Scrooge McDuck Companion,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2006,http://www.wikidata.org/entity/Q24184,Don Rosa,,2,,2023-03-17T12:15:58Z
http://www.wikidata.org/entity/Q6848097,Yadgar-e-Ghalib,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1897,http://www.wikidata.org/entity/Q1066898,Altaf Hussain Hali,,3,,2021-10-07T21:44:04Z
http://www.wikidata.org/entity/Q5647329,Handbook of the Birds of India and Pakistan,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1983,http://www.wikidata.org/entity/Q249244,Sidney Dillon Ripley,,2,,2023-10-30T17:51:03Z
http://www.wikidata.org/entity/Q8057302,You Just Don't Understand,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1990,http://www.wikidata.org/entity/Q448496,Deborah Tannen,,2,,2024-08-05T07:12:33Z
http://www.wikidata.org/entity/Q10289360,Getting to Know the General: The Story of an Involvement,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1984,http://www.wikidata.org/entity/Q128560,Graham Greene,,2,,2024-03-03T04:17:19Z
http://www.wikidata.org/entity/Q6929150,Mr. Sampath – The Printer of Malgudi,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1948,http://www.wikidata.org/entity/Q334252,R. K. Narayan,,3,,2023-01-28T14:30:36Z
http://www.wikidata.org/entity/Q6093137,Q6093137,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1984,,,,2,,2023-07-04T16:38:14Z
http://www.wikidata.org/entity/Q7733784,The Fifty-Nine Icosahedra,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1938,http://www.wikidata.org/entity/Q5933241,John Flinders Petrie,,6,,2024-04-16T05:17:36Z
http://www.wikidata.org/entity/Q5704153,Ẓohūr wa soqūṭ-e salṭanat-e Pahlavī,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1990,,,,2,,2023-09-09T16:35:31Z
http://www.wikidata.org/entity/Q6783593,Firdous e Bareen (Book),Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1899,http://www.wikidata.org/entity/Q3595833,Abdul Halim Sharar,,2,,2022-06-09T17:06:45Z
http://www.wikidata.org/entity/Q7029920,Shenei luhot haberit,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1649,http://www.wikidata.org/entity/Q473318,Isaiah Horowitz,,2,,2023-08-15T08:35:43Z
http://www.wikidata.org/entity/Q5862740,"Flora Carniolica, Editio Secunda",Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1800,http://www.wikidata.org/entity/Q84181,Giovanni Antonio Scopoli,,3,,2022-11-27T06:01:08Z
http://www.wikidata.org/entity/Q5720906,yād'dāsht'hā-yi ʻalam,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1992,http://www.wikidata.org/entity/Q689394,Asadollah Alam,,2,,2024-09-06T10:19:37Z
http://www.wikidata.org/entity/Q6296473,Journey to the Ants,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1994,http://www.wikidata.org/entity/Q63754,Bert Hölldobler,,2,,2024-07-01T01:30:07Z
http://www.wikidata.org/entity/Q12189146,Al-Shawqiyt,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1926,http://www.wikidata.org/entity/Q401491,Ahmed Shawqi,,2,,2022-03-14T21:30:39Z
http://www.wikidata.org/entity/Q12311464,Q12311464,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1999,http://www.wikidata.org/entity/Q4971103,Belinda Olsson,,3,,2023-06-10T07:12:14Z
http://www.wikidata.org/entity/Q11571092,Tokusen Jimmyōchō,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1925,,,,2,,2022-11-27T05:13:36Z
http://www.wikidata.org/entity/Q12293988,Die Slaven in Griechenland (1941),Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1941,http://www.wikidata.org/entity/Q77420,Max Vasmer,,3,,2022-05-24T15:33:23Z
http://www.wikidata.org/entity/Q11603229,Q11603229,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1775,,,,2,,2022-01-10T04:55:11Z
http://www.wikidata.org/entity/Q12478063,Q12478063,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1990,http://www.wikidata.org/entity/Q44819,Suharto,,2,,2022-08-08T09:41:28Z
http://www.wikidata.org/entity/Q10801136,The Prison Diary of Ho Chi Minh,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1955,http://www.wikidata.org/entity/Q36014,Ho Chi Minh,,4,,2022-11-07T03:26:56Z
http://www.wikidata.org/entity/Q12345685,Bildotabuloj por la instruado de Esperanto,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1919,http://www.wikidata.org/entity/Q28867672,Thora Goldschmidt,,2,,2022-09-10T22:20:27Z
http://www.wikidata.org/entity/Q12816310,History of the Hungarian Nation (Szilágyi),Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1894,,,,2,,2023-10-05T18:31:10Z
http://www.wikidata.org/entity/Q12816310,History of the Hungarian Nation (Szilágyi),Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1898,,,,2,,2023-10-05T18:31:10Z
http://www.wikidata.org/entity/Q12108139,Q12108139,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1924,http://www.wikidata.org/entity/Q1388238,Mykola Zerov,,2,,2022-03-05T00:57:33Z
http://www.wikidata.org/entity/Q11486877,Amoenitatum exoticarum,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1712,http://www.wikidata.org/entity/Q58042,Engelbert Kaempfer,,2,,2021-05-20T03:22:50Z
http://www.wikidata.org/entity/Q12663246,LSSR administrative-territorial gazetteer (3rd edition),Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1974,,,,2,,2024-10-02T14:41:08Z
http://www.wikidata.org/entity/Q12311464,Q12311464,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1999,http://www.wikidata.org/entity/Q4979183,Linda Skugge,,3,,2023-06-10T07:12:14Z
http://www.wikidata.org/entity/Q11871677,Letters to a German Princess,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1768,http://www.wikidata.org/entity/Q7604,Leonhard Euler,,4,,2024-03-08T15:43:46Z
